Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
итэ есВ, еыртсо ,Все эти, острые , , схватки разыгрались до моего приезда,Л. Д. Троцкий. Моя жизнь (1929-1933),Л. Д. Троцкий,1879,Моя жизнь,1929-1933,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Все этиострые схватки разыгрались до моего приезда за границу. [Л. Д. Троцкий. Моя жизнь (1929-1933)] [омонимия не снята]
.иицнерефнок елсоп ьнед еж йоротв, еыртсО ,второй же день после конференции., Острые , , конфликты вырастали повседневно из глубокой,Л. Д. Троцкий. Моя жизнь (1929-1933),Л. Д. Троцкий,1879,Моя жизнь,1929-1933,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,второй же день после конференции. Острые конфликты вырастали повседневно из глубокой противоположности двух тенденций: социально- революционной и демократически- реформистской. [Л. Д. Троцкий. Моя жизнь (1929-1933)] [омонимия не снята]
йывреП, йыртсо ,Первый, острый , , спор возник в Центральном Комитете,Л. Д. Троцкий. Моя жизнь (1929-1933),Л. Д. Троцкий,1879,Моя жизнь,1929-1933,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Первыйострый спор возник в Центральном Комитете летом 1919 г. в связи с обстановкой на Восточном фронте. [Л. Д. Троцкий. Моя жизнь (1929-1933)] [омонимия не снята]
кинзов мывелигяД .П .С и, йыртсо ,и С. П. Дягилевым возник, острый , , спор.,Ф. И. Шаляпин. Моим детям (1932),Ф. И. Шаляпин,1873,Моим детям,1932,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Между хором и С. П. Дягилевым возникострый спор. [Ф. И. Шаляпин. Моим детям (1932)] [омонимия не снята]
ястеавырксв ьседз авонс И …огони, еортсо ,иного… И снова здесь вскрывается, острое , , противоречие в его созерцаниях.,протоиерей Георгий Флоровский. Томление духа. О книге о. П. Флоренского: «Столп и утверждение истины» (1930),протоиерей Георгий Флоровский,1893,Томление духа. О книге о. П. Флоренского: «Столп и утверждение истины»,1930,"нехудожественная, церковно-богословская",статья,"искусство и культура, религия",,,книга,омонимия не снята,"Странным образом, он как-то не видит ― Иисуса Сладчайшего, не видит и пришедшего Утешителя, и все ждет иного… И снова здесь вскрываетсяострое противоречие в его созерцаниях. [протоиерей Георгий Флоровский. Томление духа. О книге о. П. Флоренского: «Столп и утверждение истины» (1930)] [омонимия не снята]"
"дан яинелшымзар ,ацинноссеб яантамхаш ,илсым", йортсо ,"мысли, шахматная бессонница, размышления над", острой , ," защитой, придуманной им против дебюта",В. В. Набоков. Защита Лужина (1929-1930),В. В. Набоков,1899,Защита Лужина,1929-1930,художественная,роман,_,,,книга,омонимия не снята,"Все время, однако, то слабее, то резче проступали в этом сне тени его подлинной шахматной жизни, и она, наконец, прорвалась наружу, и уже была просто ночь в гостинице, шахматные мысли, шахматная бессонница, размышления надострой защитой, придуманной им против дебюта Турати. [В. В. Набоков. Защита Лужина (1929-1930)] [омонимия не снята]"
"ътюакинзов ъмодяр и ьшолпс ,онченок", еыртсо ,"конечно, сплошь и рядомъ возникаютъ", острые , ," конфликты съ артистами, отказываютимися по","неизвестный. Кино хроника. Противники говорящихъ фильмъ // журнал «Театръ и Жизнь», № 14 (Париж), 1929",неизвестный,,Кино хроника. Противники говорящихъ фильмъ,1929,"нехудожественная, публицистика",надпись,искусство и культура,"журнал «Театръ и Жизнь», № 14 (Париж)",1929,журнал,омонимия не снята,"И на этой почвѣ, конечно, сплошь и рядомъ возникаютъострые конфликты съ артистами, отказываютимися по тѣмъ или инымъ причинамъ выступать въ говорящихъ фильмахъ. [неизвестный. Кино хроника. Противники говорящихъ фильмъ // журнал «Театръ и Жизнь», № 14 (Париж), 1929] [омонимия не снята]"
"― ,миксрим и мыннещявс уджем", еортсо ,"между священным и мирским, ―", острое , , противоречие между тишиною предельного таинства,протоиерей Георгий Флоровский. Евхаристия и соборность (1929),протоиерей Георгий Флоровский,1893,Евхаристия и соборность,1929,"нехудожественная, церковно-богословская",статья,религия,,,книга,омонимия не снята,"Нельзя простираться далее, нельзя приложить большего» … И с тем большей силой чувствуем мы грань и разрыв между преображенным и непреображенным, между священным и мирским, ―острое противоречие между тишиною предельного таинства и раздором окружающего мира. [протоиерей Георгий Флоровский. Евхаристия и соборность (1929)] [омонимия не снята]"
еомас йен в ламинирп вонамруФ, еортсо ,Фурманов принимал в ней самое, острое , , участие как один из руководителей,А. В. Луначарский. Фурманов (1920-1929),А. В. Луначарский,1875,Фурманов,1920-1929,"нехудожественная, публицистика",статья,искусство и культура,,,книга,омонимия не снята,Но Фурманов принимал в ней самоеострое участие как один из руководителей военных схваток наших со старым миром. [А. В. Луначарский. Фурманов (1920-1929)] [омонимия не снята]
инд в меивтсйокопс миовс лажароп, огортсо ,поражал своим спокойствием в дни, острого , , конфликта Советского правительства и Учредилки,А. В. Луначарский. Яков Михайлович Свердлов (1920-1929),А. В. Луначарский,1875,Яков Михайлович Свердлов,1920-1929,"нехудожественная, публицистика",очерк,политика и общественная жизнь,,,книга,омонимия не снята,"Если поражал своим спокойствием в дниострого конфликта Советского правительства и Учредилки комиссар Учредительного собрания Моисей Соломонович Урицкий, то все же он мог показаться чуть ли не суетливым рядом с флегматичным с внешней стороны и бесконечно внутренне уверенным Свердловым. [А. В. Луначарский. Яков Михайлович Свердлов (1920-1929)] [омонимия не снята]"
"отч ,тировог йиксроГ", еортсо ,"Горский говорит, что", острое , , отношение Толстого к смерти явилось,М. М. Пришвин. Дневники (1928),М. М. Пришвин,1873,Дневники,1928,"нехудожественная, публицистика","дневник, записные книжки",_,,,книга,омонимия не снята,"Горский говорит, чтоострое отношение Толстого к смерти явилось у него через Федорова. [М. М. Пришвин. Дневники (1928)] [омонимия не снята]"
"адоиреп ,инемерв огоннеов икыван и", йортсо ,"и навыки военного времени, периода", острой , ," борьбы уже утрачивают свой смысл,",Н. В. Устрялов. Под знаком революции (1927),Н. В. Устрялов,1890,Под знаком революции,1927,"нехудожественная, публицистика",монография,политика и общественная жизнь,,,книга,омонимия не снята,"Тем самым все методы и навыки военного времени, периодаострой борьбы уже утрачивают свой смысл, становятся не только ненужными, но и опасными, вредными. [Н. В. Устрялов. Под знаком революции (1927)] [омонимия не снята]"
театсдерп ьвонв ман ьседз И, йыртсо ,И здесь нам вновь предстает, острый , , конфликт между христианством с одной,протоиерей Георгий Флоровский. Воскресение жизни (1927),протоиерей Георгий Флоровский,1893,Воскресение жизни,1927,"нехудожественная, церковно-богословская",статья,религия,,,книга,омонимия не снята,"И здесь нам вновь предстаетострый конфликт между христианством с одной стороны и « эллинизмом», а прежде всего платонизмом, ― с другой. [протоиерей Георгий Флоровский. Воскресение жизни (1927)] [омонимия не снята]"
теавытыпси ен умотоп и ахуд, хыртсо ,духа и потому не испытывает, острых , , коллизий между интуицией и разумом.,П. А. Флоренский. Имена (1926),П. А. Флоренский,1882,Имена,1926,"нехудожественная, учебно-научная",монография,философия,,,книга,омонимия не снята,"Но, будучи интуитивной, София имеет свой интеллект ( слабый или сильный ― в разных случаях различно) служебным органом духа и потому не испытываетострых коллизий между интуицией и разумом. [П. А. Флоренский. Имена (1926)] [омонимия не снята]"
лелобаз но янд оготэ с, йортсо ,с этого дня он заболел, острой , ," враждой к Борису, а тот,",Максим Горький. Жизнь Клима Самгина. Часть 1 (1925),Максим Горький,1868,Жизнь Клима Самгина. Часть 1,1925,художественная,роман,_,,,книга,омонимия не снята,"Но с этого дня он заболелострой враждой к Борису, а тот, быстро уловив это чувство, стал настойчиво разжигать его, высмеивая почти каждый шаг, каждое слово Клима. [Максим Горький. Жизнь Клима Самгина. Часть 1 (1925)] [омонимия не снята]"
"йомас хымеавытселхдоп ,воноиллим воктясед яизатнаф", йортсо ,"фантазия десятков миллионов, подхлестываемых самой", острой , ," борьбой классов» ( Ленин, «",С. Серков. Вопросы и ответы (1925),С. Серков,,Вопросы и ответы,1925,"нехудожественная, учебно-научная",лекция,образование,,,книга,омонимия не снята,"Это и понятно, ибо самые лучшие авангарды выражают сознание, волю, страсть, фантазию десятков тысяч, а революцию осуществляют, в моменты особого подъема и напряжения всех человеческих способностей, сознание, воля, страсть, фантазия десятков миллионов, подхлестываемых самойострой борьбой классов» ( Ленин, « Детская болезнь „ левизны» в коммунизме», стр. [С. Серков. Вопросы и ответы (1925)] [омонимия не снята]"
алазрет ачиесодеФ алваП, яартсо ,Павла Федосеича терзала, острая , , борьба с самим собой: душа звала,В. Я. Шишков. Пейпус-озеро (1924),В. Я. Шишков,1873,Пейпус-озеро,1924,художественная,повесть,_,,,книга,омонимия не снята,Павла Федосеича терзалаострая борьба с самим собой: душа звала ― вперед!  [В. Я. Шишков. Пейпус-озеро (1924)] [омонимия не снята]
йенваден иктатсо еинделсоп иладапорп ыб, йортсо ,бы пропадали последние остатки недавней, острой , , вражды.,Д. А. Фурманов. Мятеж (1924),Д. А. Фурманов,1891,Мятеж,1924,художественная,роман,_,,,книга,омонимия не снята,"В этой атмосфере установившегося доверия к нам, повышенно сочувственного настроения как бы пропадали последние остатки недавнейострой вражды. [Д. А. Фурманов. Мятеж (1924)] [омонимия не снята]"
меч оН, еертсо ,Но чем, острее , ," борьба двух идеологий, чем больше",А. М. Коллонтай. Дорогу крылатому Эросу! (Письмо к трудящейся молодежи) (1923),А. М. Коллонтай,1872,Дорогу крылатому Эросу! (Письмо к трудящейся молодежи),1923,"нехудожественная, публицистика",письмо литературное,"политика и общественная жизнь, психология, частная жизнь",,,книга,омонимия не снята,"Но чемострее борьба двух идеологий, чем больше областей она захватывает, тем неизбежнее встают перед человечеством все новые и новые « загадки жизни», проблемы, на которые удовлетворительный ответ может дать только идеология рабочего класса. [А. М. Коллонтай. Дорогу крылатому Эросу! (Письмо к трудящейся молодежи) (1923)] [омонимия не снята]"
ишан итэ ьтаминдоп мынжомзов илатичс, еыртсо ,считали возможным поднимать эти наши, острые , ," споры в органе, легально издававшемся",В. Л. Бурцев. Борьба за свободную Россию. Мои воспоминания (1923),В. Л. Бурцев,1862,Борьба за свободную Россию. Мои воспоминания,1923,"нехудожественная, публицистика",мемуары,политика и общественная жизнь,,,книга,омонимия не снята,"Но по личным и общественным соображениям они не считали возможным поднимать эти нашиострые споры в органе, легально издававшемся в Женеве, ― вернее сказать, считали возможным не поднимать их. [В. Л. Бурцев. Борьба за свободную Россию. Мои воспоминания (1923)] [омонимия не снята]"
ьсилижолс янем у имяинечет имикстнаргимэ, еыртсо ,эмигрантскими течениями у меня сложились, острые , , отношения со многими из видных,В. Л. Бурцев. Борьба за свободную Россию. Мои воспоминания (1923),В. Л. Бурцев,1862,Борьба за свободную Россию. Мои воспоминания,1923,"нехудожественная, публицистика",мемуары,политика и общественная жизнь,,,книга,омонимия не снята,"В результате этой борьбы с некоторыми эмигрантскими течениями у меня сложилисьострые отношения со многими из видных эмигрантов, а с некоторыми даже враждебные. [В. Л. Бурцев. Борьба за свободную Россию. Мои воспоминания (1923)] [омонимия не снята]"
оннебосо лев ямерв от в, юуртсо ,в то время вел особенно, острую , ," борьбу против Волховскаго, говорил об",В. Л. Бурцев. Борьба за свободную Россию. Мои воспоминания (1923),В. Л. Бурцев,1862,Борьба за свободную Россию. Мои воспоминания,1923,"нехудожественная, публицистика",мемуары,политика и общественная жизнь,,,книга,омонимия не снята,"М., один из известных эмигрантов, который в то время вел особенноострую борьбу против Волховскаго, говорил об его заслугах в революционном движении и как о дорогом и любимом товарище. [В. Л. Бурцев. Борьба за свободную Россию. Мои воспоминания (1923)] [омонимия не снята]"
еж еикат ероксВ, еыртсо ,Вскоре такие же, острые , , споры были у меня и,В. Л. Бурцев. Борьба за свободную Россию. Мои воспоминания (1923),В. Л. Бурцев,1862,Борьба за свободную Россию. Мои воспоминания,1923,"нехудожественная, публицистика",мемуары,политика и общественная жизнь,,,книга,омонимия не снята,Вскоре такие жеострые споры были у меня и с к. [В. Л. Бурцев. Борьба за свободную Россию. Мои воспоминания (1923)] [омонимия не снята]
"овтсдерс ― коровог ,ьчер ―", йортсо ,"― речь, говорок ― средство", острой , ," защиты и нападения, ― ручной",О. Э. Мандельштам. Сухаревка (1923),О. Э. Мандельштам,1891,Сухаревка,1923,"нехудожественная, публицистика",эссе,_,,,книга,омонимия не снята,"Здесь ― речь, говорок ― средствоострой защиты и нападения, ― ручной хорек, шныряющий под лавками; базарная речь, как хищный зверек, сверкает маленькими белыми зубками. [О. Э. Мандельштам. Сухаревка (1923)] [омонимия не снята]"
.торовереп йиксрателорп ьтитарвтодерп мобосопс олыб, яартсО ,было способом предотвратить пролетарский переворот., Острая , ," борьба за образование правительства, способного",Ф. И. Дан. К истории последних дней Временного Правительства (1923),Ф. И. Дан,1871,К истории последних дней Временного Правительства,1923,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"было способом предотвратить пролетарский переворот. Острая борьба за образование правительства, способного не на словах, а на, деле провести в жизнь эту программу, привела к бурному эпизоду, разыгравшемуся на соединенном заседании комиссий Совета Республики ― военной и по иностранным делам. [Ф. И. Дан. К истории последних дней Временного Правительства (1923)] [омонимия не снята]"
йот юаминоп ен мас Я, йортсо ,Я сам не понимаю той, острой , ," вражды, которую я почему-то испытал",К. И. Чуковский. Дневник (1922),К. И. Чуковский,1882,Дневник,1922,"бытовая, нехудожественная","дневник, записные книжки","администрация и управление, искусство и культура, политика и общественная жизнь, частная жизнь",,,книга,омонимия не снята,"Я сам не понимаю тойострой вражды, которую я почему-то испытал к этому приятному, общительному, моложавому человеку. [К. И. Чуковский. Дневник (1922)] [омонимия не снята]"
ьтсонжомзов « ан юоджедан ябес, хыртсо ,себя надеждою на « возможность, острых , ," конфликтов» между силами Юга и Востока,",А. И. Деникин. Очерки русской смуты. Том V. Вооруженные силы Юга России (1921),А. И. Деникин,1872,Очерки русской смуты. Том V. Вооруженные силы Юга России,1921,"нехудожественная, публицистика","очерк, цикл",армия и вооруженные конфликты,,,книга,омонимия не снята,"Только социалисты, стоявшие левее « Союза возрождения», молчали или утешали себя надеждою на « возможностьострых конфликтов» между силами Юга и Востока, « которые в один прекрасный день внесут в историю новую дату, обратную 30 маю…»  [А. И. Деникин. Очерки русской смуты. Том V. Вооруженные силы Юга России (1921)] [омонимия не снята]"
и йонняотсоп в ьсалидохан яигетартс, йортсо ,стратегия находилась в постоянной и, острой , , коллизии.,А. И. Деникин. Очерки русской смуты. Том V. Вооруженные силы Юга России (1921),А. И. Деникин,1872,Очерки русской смуты. Том V. Вооруженные силы Юга России,1921,"нехудожественная, публицистика","очерк, цикл",армия и вооруженные конфликты,,,книга,омонимия не снята,"С такой психологией, весьма распространенной, стратегия находилась в постоянной иострой коллизии. [А. И. Деникин. Очерки русской смуты. Том V. Вооруженные силы Юга России (1921)] [омонимия не снята]"
еелоб к лев ьдеречо юовс, умортсо ,свою очередь вел к более, острому , , отпору.,В. Н. Фигнер. Запечатленный труд. Т. 1 (1921),В. Н. Фигнер,1852,Запечатленный труд. Т. 1,1921,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Но каждое проявление этого бунта влекло еще тягчайший гнет, который в свою очередь вел к болееострому отпору. [В. Н. Фигнер. Запечатленный труд. Т. 1 (1921)] [омонимия не снята]"
йотэ в таирателорп йиксгрубретеП, йортсо ,Петербургский пролетариат в этой, острой , , схватке проявил вместе с твердой,Н. Н. Суханов. Записки о революции / Книга 2 (1918-1921),Н. Н. Суханов,1882,Записки о революции / Книга 2,1918-1921,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Петербургский пролетариат в этойострой схватке проявил вместе с твердой рукой изумительный такт и поистине братскую мягкость. [Н. Н. Суханов. Записки о революции / Книга 2 (1918-1921)] [омонимия не снята]
ястеажлодорп еще есв иимра йещюувтсйед, яартсо ,действующей армии все еще продолжается, острая , , распря между солдатами и командным,Н. Н. Суханов. Записки о революции / Книга 3 (1918-1921),Н. Н. Суханов,1882,Записки о революции / Книга 3,1918-1921,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"Окопные делегаты констатировали, что в действующей армии все еще продолжаетсяострая распря между солдатами и командным составом. [Н. Н. Суханов. Записки о революции / Книга 3 (1918-1921)] [омонимия не снята]"
.ьтелодо ен оньлетишер алед оготэ, йыртсО ,этого дела решительно не одолеть., Острый , , конфликт на этом фронте революции,Н. Н. Суханов. Записки о революции / Книга 3 (1918-1921),Н. Н. Суханов,1882,Записки о революции / Книга 3,1918-1921,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,этого дела решительно не одолеть. Острый конфликт на этом фронте революции стал назревать очень быстро. [Н. Н. Суханов. Записки о революции / Книга 3 (1918-1921)] [омонимия не снята]
алкинзоВ, яартсо ,Возникла, острая , , тяжба ― совсем как в,Н. Н. Суханов. Записки о революции / Книга 5 (1918-1921),Н. Н. Суханов,1882,Записки о революции / Книга 5,1918-1921,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,Возниклаострая тяжба ― совсем как в доброе старое время. [Н. Н. Суханов. Записки о революции / Книга 5 (1918-1921)] [омонимия не снята]
йомас тнемом В, йортсо ,В момент самой, острой , , борьбы на залитых кровью полях,Н. Н. Суханов. Записки о революции / Книга 5 (1918-1921),Н. Н. Суханов,1882,Записки о революции / Книга 5,1918-1921,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"В момент самойострой борьбы на залитых кровью полях все наши патриоты от мала до велика ― газетные рецензенты, кадетские ораторы, военные авторитеты ― стали твердить направо и налево, что на фронте сплошное бегство и паника в результате полного развала армии на почве агитации большевиков и политики Совета. [Н. Н. Суханов. Записки о революции / Книга 5 (1918-1921)] [омонимия не снята]"
"есв ,хичобар хынчотыбзи яимра ястивонатс", еертсо ,"становится армия избыточных рабочих, все", острее , ," противоречие между эксплуататорами и эксплуатируемыми,",П. И. Новгородцев. Об общественном идеале. Глава II (1917-1921),П. И. Новгородцев,1866,Об общественном идеале. Глава II,1917-1921,"нехудожественная, учебно-научная",монография,"наука и технологии, право, философия",,,книга,омонимия не снята,"Все более возрастает армия пролетариев, все громаднее становится армия избыточных рабочих, всеострее противоречие между эксплуататорами и эксплуатируемыми, все ожесточеннее классовая борьба между буржуазией и пролетариатом»… [П. И. Новгородцев. Об общественном идеале. Глава II (1917-1921)] [омонимия не снята]"
хин идерс яащярац и вотсилаицос, яартсо ,социалистов и царящая среди них, острая , , вражда отчасти раскрывают нам те,П. И. Новгородцев. Об общественном идеале. Глава II (1917-1921),П. И. Новгородцев,1866,Об общественном идеале. Глава II,1917-1921,"нехудожественная, учебно-научная",монография,"наука и технологии, право, философия",,,книга,омонимия не снята,"Современные горячие споры среди социалистов и царящая среди нихострая вражда отчасти раскрывают нам те противоречия, которые неизбежно несет с собою и всякий план социальных реформ, и всякий способ его осуществления. [П. И. Новгородцев. Об общественном идеале. Глава II (1917-1921)] [омонимия не снята]"
аволйунаМ У, йыртсо ,У Мануйлова, острый , ," конфликт с Шеко, у него",И. Э. Бабель. Конармейский дневник 1920 года (1920),И. Э. Бабель,1894,Конармейский дневник 1920 года,1920,"нехудожественная, публицистика","дневник, записные книжки",_,,,книга,омонимия не снята,"У Мануйловаострый конфликт с Шеко, у него в прошлом много грехов. [И. Э. Бабель. Конармейский дневник 1920 года (1920)] [омонимия не снята]"
лаверзаН, йыртсо ,Назревал, острый , ," конфликт между теми и другими,",А. Ф. Редигер. История моей жизни (1918),А. Ф. Редигер,1853,История моей жизни,1918,"бытовая, нехудожественная",мемуары,_,,,книга,омонимия не снята,"Назревалострый конфликт между теми и другими, и наказной атаман генерал Михайлов видел из него лишь один выход ― созыв « войсковой рады» из представителей всех станиц для полюбовного разрешения спора. [А. Ф. Редигер. История моей жизни (1918)] [омонимия не снята]"
и йиглод яславичнаказ йеицюлозер йотЭ, йыртсо ,Этой резолюцией заканчивался долгий и, острый , , спор мой с Контролем и,А. Ф. Редигер. История моей жизни (1918),А. Ф. Редигер,1853,История моей жизни,1918,"бытовая, нехудожественная",мемуары,_,,,книга,омонимия не снята,"Этой резолюцией заканчивался долгий иострый спор мой с Контролем и Министерством финансов по этому делу, и с меня слагалась ответственность за прямое неисполнение высочайшего повеления. [А. Ф. Редигер. История моей жизни (1918)] [омонимия не снята]"
кинзов оген у оннемервондо отч, йыртсо ,что одновременно у него возник, острый , , конфликт с управляющим палатой из-за,А. Ф. Редигер. История моей жизни (1918),А. Ф. Редигер,1853,История моей жизни,1918,"бытовая, нехудожественная",мемуары,_,,,книга,омонимия не снята,"Через месяц Женя в письме ко мне сообщил, что ему предъявили совершенно голословное обвинение в неблаговидном поступке, и он поставил на карту вопрос о доверии к нему или к польско- жидовской акционерной компании; что одновременно у него возникострый конфликт с управляющим палатой из-за нежелании Жени выжимать последние соки из беднейшего класса населения и, в результате, он нашел нужным оставить службу. [А. Ф. Редигер. История моей жизни (1918)] [омонимия не снята]"
ьнечо йороп и имынмуш ьсолинемс, имыртсо ,сменилось шумными и порой очень, острыми , , состязаниями.,"Ф. Д. Крюков. В углу // «Свобода России», 1918",Ф. Д. Крюков,1870,В углу,1918,"нехудожественная, публицистика",очерк,_,«Свобода России»,1918,газета,омонимия не снята,"На уличных митингах прежнее мирное словоизвержение сменилось шумными и порой оченьострыми состязаниями. [Ф. Д. Крюков. В углу // «Свобода России», 1918] [омонимия не снята]"
"тядохсиорп ,автсечинрепос евчоп ан ,имарецифо", еыртсо ,"офицерами, на почве соперничества, происходят", острые , , конфликты.,"Около войны. (Сведения газет) (1914.10.14) // «Мариупольская жизнь», 1914",,,Около войны. (Сведения газет),1914.10.14,"нехудожественная, публицистика",обзор,армия и вооруженные конфликты,«Мариупольская жизнь»,1914,газета,омонимия не снята,"Между австрийскими и германскими офицерами, на почве соперничества, происходятострые конфликты. [Около войны. (Сведения газет) (1914.10.14) // «Мариупольская жизнь», 1914] [омонимия не снята]"
"харефс хынневтсьлетиварп в отч ,тюащбоос", яартсо ,"сообщают, что в правительственных сферах", острая , , борьба.,"Вести (1914.09.28) // «Раннее утро», 1914",,,Вести,1914.09.28,"нехудожественная, публицистика",информационное сообщение,политика и общественная жизнь,«Раннее утро»,1914,газета,омонимия не снята,"Из Константинополя сообщают, что в правительственных сферахострая борьба. [Вести (1914.09.28) // «Раннее утро», 1914] [омонимия не снята]"
ее ищип то ьтаминто ―, еыртсо ,― отнимать от пищи ее, острые , , свойства.,И. П. Павлов. Лекции по физиологии (1911-1913),И. П. Павлов,1849,Лекции по физиологии,1911-1913,"нехудожественная, учебно-научная","лекция, цикл","биология, здоровье и медицина, наука и технологии",,,книга,омонимия не снята,"Можно предполагать, что назначение белка ― отнимать от пищи ееострые свойства. [И. П. Павлов. Лекции по физиологии (1911-1913)] [омонимия не снята]"
яивтсделсоп еичорп и еинелесыв хи, огортсо ,их выселение и прочие последствия, острого , , конфликта ― все это неизбежно,"В России. «Лена» (1912.04.02) // «Русское слово», 1912",,,В России. «Лена»,1912.04.02,"нехудожественная, публицистика",информационное сообщение,"администрация и управление, политика и общественная жизнь, производство",«Русское слово»,1912,газета,омонимия не снята,"Исключительность жизненных условий в тайге объявление администрацией расчета рабочим, принудительное их выселение и прочие последствияострого конфликта ― все это неизбежно грозит неисчислимыми экономическими бедствиями для обеих сторон. [В России. «Лена» (1912.04.02) // «Русское слово», 1912] [омонимия не снята]"
илш имикссур и имакерг уджем, еыртсо ,между греками и русскими шли, острые , , споры по случаю назначения новых,С. Н. Щукин. Из воспоминаний об А. П. Чехове (1904-1911),С. Н. Щукин,1873,Из воспоминаний об А. П. Чехове,1904-1911,"нехудожественная, публицистика",мемуары,"искусство и культура, образование, частная жизнь",,,книга,омонимия не снята,"И к тому времени, как Чехов поселился в Аутке, между греками и русскими шлиострые споры по случаю назначения новых священников, перестройки церквей, относительно церковного имущества и пр. [С. Н. Щукин. Из воспоминаний об А. П. Чехове (1904-1911)] [омонимия не снята]"
"уламоп-олам ,адварП", еыртсо ,"Правда, мало-помалу", острые , , отношения между правительством и представителями,П. И. Ковалевский. Наполеон I и его гений (1900-1910),П. И. Ковалевский,1849,Наполеон I и его гений,1900-1910,"нехудожественная, учебно-научная",монография,"наука и технологии, психология",,,книга,омонимия не снята,"Правда, мало-помалуострые отношения между правительством и представителями церкви с верующими сглаживались. [П. И. Ковалевский. Наполеон I и его гений (1900-1910)] [омонимия не снята]"
