Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
 унипс лолок и ьртунв яслариборп, имыртсо ,пробирался внутрь и колол спину , острыми , , иголками.,Альберт Лиханов. Чистые камушки (1967),Альберт Лиханов,1935,Чистые камушки,1967,художественная,повесть,_,,,книга,омонимия не снята,Ветер пробирался внутрь и колол спину острыми иголками. [Альберт Лиханов. Чистые камушки (1967)] [омонимия не снята]
 йошьлоб екшиМ ладоп чивонакирфА навИ, йыртсо ,Иван Африканович подал Мишке большой , острый , , нож.,Василий Белов. Привычное дело (1967),Василий Белов,1932,Привычное дело,1967,художественная,повесть,_,,,книга,омонимия не снята,Иван Африканович подал Мишке большой острый нож. [Василий Белов. Привычное дело (1967)] [омонимия не снята]
 ястентемзв и тевто в ман, йыртсо ,нам в ответ и взметнется , острый , , пик на экране.,Евгений Велтистов. Глоток солнца (1967),Евгений Велтистов,1934,Глоток солнца,1967,художественная,повесть,_,,,книга,омонимия не снята,Мы ждали непривычных зубцов ― вот сейчас облако крикнет нам в ответ и взметнется острый пик на экране. [Евгений Велтистов. Глоток солнца (1967)] [омонимия не снята]
 даН, имыртсо ,Над , острыми , ," пиками елей, прямо надо мной",Евгений Велтистов. Глоток солнца (1967),Евгений Велтистов,1934,Глоток солнца,1967,художественная,повесть,_,,,книга,омонимия не снята,"Над острыми пиками елей, прямо надо мной висело облако. [Евгений Велтистов. Глоток солнца (1967)] [омонимия не снята]"
 с етсемВ « ― ьтепс, йортсо ,спеть ― « Вместе с , острой , , саблей пику подари» и «,Михаил Анчаров. Этот синий апрель (1967),Михаил Анчаров,1923,Этот синий апрель,1967,художественная,повесть,_,,,книга,омонимия не снята,"А потом развеселились и даже пытались спеть ― « Вместе с острой саблей пику подари» и « Не спи, вставай, кудрявая». [Михаил Анчаров. Этот синий апрель (1967)] [омонимия не снята]"
" тюад ен мятед отч ,теанз", огортсо ,"знает, что детям не дают ", острого ,: ," ножей, ножниц, вилок и тому",А. И. Пантелеев. Наша Маша (1966),А. И. Пантелеев,1908,Наша Маша,1966,"нехудожественная, публицистика","дневник, записные книжки",_,,,книга,омонимия не снята,"Маша знает, что детям не дают острого: ножей, ножниц, вилок и тому подобного. [А. И. Пантелеев. Наша Маша (1966)] [омонимия не снята]"
 литсичо мортемиллим аз ртемиллим ротарватсер, мыртсо ,реставратор миллиметр за миллиметром очистил , острым , , скальпелем поверхность мандата от наклеек,"А. Петров, Н. Анисимова. Ленинским документам — долгую жизнь // «Химия и жизнь», 1966","А. Петров, Н. Анисимова",,Ленинским документам — долгую жизнь,1966,"нехудожественная, публицистика",статья,"наука и технологии, политика и общественная жизнь, химия",«Химия и жизнь»,1966,журнал,омонимия не снята,"Соблюдая предельную осторожность, реставратор миллиметр за миллиметром очистил острым скальпелем поверхность мандата от наклеек и застывшего клея. [А. Петров, Н. Анисимова. Ленинским документам — долгую жизнь // «Химия и жизнь», 1966] [омонимия не снята]"
 еытурк еьдовоклем ан велодоерП, еыртсо ,Преодолев на мелководье крутые , острые , ," гребни волн, выплыл на глубину","П. Курилов. У Кекур пять пальцев // «Спортсмен-подводник», 1966",П. Курилов,,У Кекур пять пальцев,1966,"нехудожественная, публицистика",статья,путешествия,«Спортсмен-подводник»,1966,журнал,омонимия не снята,"Преодолев на мелководье крутые острые гребни волн, выплыл на глубину и, покачиваясь на волнах, стал заряжать ружье. [П. Курилов. У Кекур пять пальцев // «Спортсмен-подводник», 1966] [омонимия не снята]"
" миовс кабат лазер ядяд ,олавыб", мыртсо ,"бывало, дядя резал табак своим ", острым , ," топориком, а потом, выхватив из",Фазиль Искандер. Созвездие Козлотура (1966),Фазиль Искандер,1929,Созвездие Козлотура,1966,художественная,повесть,_,,,книга,омонимия не снята,"На этой скамье, бывало, дядя резал табак своим острым топориком, а потом, выхватив из очага горящий уголек, бросал его в горку нарезанного табака и медленно, с удовольствием копнил эту дымящуюся горку, чтобы она как следует просушилась и пропиталась ароматом древесного дыма. [Фазиль Искандер. Созвездие Козлотура (1966)] [омонимия не снята]"
" екур в теарги ,оселок яститурк", йыртсо ,"крутится колесо, играет в руке ", острый , ," нож, листик пергамента слетает под",Н. Н. Берберова. Курсив мой (1960-1966),Н. Н. Берберова,1901,Курсив мой,1960-1966,художественная,роман,искусство и культура,,,книга,омонимия не снята,"У нее губы, как ломтики ветчины, пальцы ― розовые колбаски, глаза ― черные блестящие маслины, и она за стеклом растворяется среди окороков и свиных котлет, так что, когда входит покупатель, он ищет ее глазами, и вот она воплощается снова, и снова крутится колесо, играет в руке острый нож, листик пергамента слетает под сосиску, качается стрелка весов и извечным звуком ― трах-тарарах- тррр ― гремит железная касса. [Н. Н. Берберова. Курсив мой (1960-1966)] [омонимия не снята]"
 и ястеавырс акур яом яавел, йыртсо ,левая моя рука срывается и , острый , , гребешок разрезает манжет костюма.,"В. Бровко. Исследование подземных водоемов спортсменами-подводниками // «Спортсмен-подводник», 1965",В. Бровко,,Исследование подземных водоемов спортсменами-подводниками,1965,"нехудожественная, публицистика",статья,"путешествия, спорт",«Спортсмен-подводник»,1965,журнал,омонимия не снята,"Вдруг левая моя рука срывается и острый гребешок разрезает манжет костюма. [В. Бровко. Исследование подземных водоемов спортсменами-подводниками // «Спортсмен-подводник», 1965] [омонимия не снята]"
" илавозарбо ,оньливарпен ьсядохс ,ынетс евд", йыртсо ,"две стены, сходясь неправильно, образовали ", острый , , косой угол.,В. Ф. Панова. Конспект романа (1965),В. Ф. Панова,1905,Конспект романа,1965,художественная,рассказ,_,,,книга,омонимия не снята,"Она находилась в глубине двора, слева, где две стены, сходясь неправильно, образовали острый косой угол. [В. Ф. Панова. Конспект романа (1965)] [омонимия не снята]"
 ьнечо ен и мытаволежят митэ, мыртсо ,этим тяжеловатым и не очень , острым , ," оружием он владел превосходно, потому",Ирина Стрелкова. И еще два дня (1965),Ирина Стрелкова,1924,И еще два дня,1965,художественная,рассказ,_,,,книга,омонимия не снята,"Но этим тяжеловатым и не очень острым оружием он владел превосходно, потому что бил в одну точку с непоколебимой уверенностью, что или надо сделать так, как говорит Харитонов, или что-то сделать с самим Харитоновым. [Ирина Стрелкова. И еще два дня (1965)] [омонимия не снята]"
" иларипыв енипс ан ,етсерк мокснещибдалк", еыртсо ,"кладбищенском кресте, на спине выпирали ", острые , , лопатки.,З. И. Воскресенская. Сердце матери (1963-1965),З. И. Воскресенская,1907,Сердце матери,1963-1965,художественная,повесть,_,,,книга,омонимия не снята,"Длинный, грязный армяк болтался на худом теле, как на кладбищенском кресте, на спине выпирали острые лопатки. [З. И. Воскресенская. Сердце матери (1963-1965)] [омонимия не снята]"
" еикьнелам келвзи я ,енамрак в", еыртсо ,"в кармане, я извлек маленькие ", острые , ," клещи и, выразительно пощелкивая ими,","Аркадий Стругацкий, Борис Стругацкий. Понедельник начинается в субботу (1964)","Аркадий Стругацкий, Борис Стругацкий",1925 | 1933,Понедельник начинается в субботу,1964,художественная,роман,_,,,книга,омонимия не снята,"Пошарив в кармане, я извлек маленькие острые клещи и, выразительно пощелкивая ими, стал приближаться к дублю. [Аркадий Стругацкий, Борис Стругацкий. Понедельник начинается в субботу (1964)] [омонимия не снята]"
" хищюяледзар ,нибжол йоктес йотсуг еыннечесереп", еыртсо ,"пересеченные густой сеткой ложбин, разделяющих ", острые , ," гребни и выступы, безрадостные пространства.","П. Каплин. В водах Адриатического моря // «Спортсмен-подводник», 1964",П. Каплин,,В водах Адриатического моря,1964,"нехудожественная, публицистика",статья,"природа, путешествия, спорт",«Спортсмен-подводник»,1964,журнал,омонимия не снята,"Это ― выжженные, лишенные воды и растительности, пересеченные густой сеткой ложбин, разделяющих острые гребни и выступы, безрадостные пространства. [П. Каплин. В водах Адриатического моря // «Спортсмен-подводник», 1964] [омонимия не снята]"
 и имадзороб имикобулг и имикзу, имыртсо ,узкими и глубокими бороздами и , острыми , ," гребнями поверхность, по которой пройти,","П. Каплин. В водах Адриатического моря // «Спортсмен-подводник», 1964",П. Каплин,,В водах Адриатического моря,1964,"нехудожественная, публицистика",статья,"природа, путешествия, спорт",«Спортсмен-подводник»,1964,журнал,омонимия не снята,"Карстовый рельеф начинается выше уровня моря, где вместо пляжа изуродованная узкими и глубокими бороздами и острыми гребнями поверхность, по которой пройти, не сломав ногу, можно только при известной сноровке. [П. Каплин. В водах Адриатического моря // «Спортсмен-подводник», 1964] [омонимия не снята]"
 яслижуроов йачулс йикясв ан и, мыртсо ,и на всякий случай вооружился , острым , , кинжалом.,А. М. Волков. Урфин Джюс и его деревянные солдаты (1963),А. М. Волков,1891,Урфин Джюс и его деревянные солдаты,1963,художественная,сказка,_,,,книга,омонимия не снята,приказал наместник и на всякий случай вооружился острым кинжалом. [А. М. Волков. Урфин Джюс и его деревянные солдаты (1963)] [омонимия не снята]
 екур в и анамйоп ежу, йыртсо ,уже поймана и в руке , острый , , нож.,"В. Орлов. Как я стал подводным охотником (Исповедь, содержащая ряд практических советов) // «Спортсмен-подводник», 1963",В. Орлов,,"Как я стал подводным охотником (Исповедь, содержащая ряд практических советов)",1963,"нехудожественная, публицистика",статья,"природа, спорт",«Спортсмен-подводник»,1963,журнал,омонимия не снята,"Мы уже видели, что убить ерша столь же почетно, как зарезать курицу, если она уже поймана и в руке острый нож. [В. Орлов. Как я стал подводным охотником (Исповедь, содержащая ряд практических советов) // «Спортсмен-подводник», 1963] [омонимия не снята]"
 ее лазербо узарс от-отк как, имыртсо ,как кто-то сразу обрезал ее , острыми , , ножичками и кидал на ветер.,Виктор Драгунский. Денискины рассказы/ На Садовой большое движение (1963),Виктор Драгунский,1913,Денискины рассказы/ На Садовой большое движение,1963,художественная,рассказ,_,,,книга,омонимия не снята,"Машину стало трясти, и моя оралка на букву « а» стала прерываться, как будто стоило ей вылететь изо рта, как кто-то сразу обрезал ее острыми ножичками и кидал на ветер. [Виктор Драгунский. Денискины рассказы/ На Садовой большое движение (1963)] [омонимия не снята]"
 алапещ дог йынрегал йовс йывреп, мыртсо ,первый свой лагерный год щепала , острым , , ножичком куски слюды на тонкие,Майя Ганина. По Витиму ― на материк... (1963),Майя Ганина,1927,По Витиму ― на материк...,1963,художественная,рассказ,_,,,книга,омонимия не снята,"На отвалах забоев по близким к берегу сопкам рыбой белела слюда, и женщина, кутаясь в теплый платок, вспоминала, как в первый свой лагерный год щепала острым ножичком куски слюды на тонкие пластинки и с непривычки часто ранила пальцы. [Майя Ганина. По Витиму ― на материк... (1963)] [омонимия не снята]"
 аД 	 тетсак йобос с, йыртсо ,с собой кастет 	 Да , острый , , нож совать за голенище 	,"Сергей Довлатов. Армейские письма к отцу (Из сборника «Сергей Довлатов: творчество, личность, судьба») (1962-1963)",Сергей Довлатов,1941,"Армейские письма к отцу (Из сборника «Сергей Довлатов: творчество, личность, судьба»)",1962-1963,"бытовая, нехудожественная",письмо личное,_,,,книга,омонимия не снята,"Мигунь, Мигунь, опасный городишко 	 Пойдешь один ― не соберешь костей 	 На танцы надо брать с собой кастет 	 Да острый нож совать за голенище 	 А я был храбр, мне было все равно 	 Меня за это уважала охра 	 Мне от рожденья было суждено 	 Не от ножа, а от любви подохнуть 	 [Сергей Довлатов. Армейские письма к отцу (Из сборника «Сергей Довлатов: творчество, личность, судьба») (1962-1963)] [омонимия не снята]"
" с ексак йокцемен в ,алреш", йортсо ,"шерла, в немецкой каске с ", острой , , пикой.,И. А. Ефремов. Лезвие бритвы (1959-1963),И. А. Ефремов,1908,Лезвие бритвы,1959-1963,художественная,роман,_,,,книга,омонимия не снята,"Две свиньи с человеческими лицами из розового орлеца на подставке из бархатно- зеленого оникса ― император Австро-Венгрии Франц Иосиф и султан турецкий Абдул Гамид ― везли телегу с вороном из черного шерла, в немецкой каске с острой пикой. [И. А. Ефремов. Лезвие бритвы (1959-1963)] [омонимия не снята]"
 огонядел од ьтолпв могенс еытыркоп, огортсо ,покрытые снегом вплоть до ледяного , острого , , гребня хребта Пир- Панджал.,И. А. Ефремов. Лезвие бритвы (1959-1963),И. А. Ефремов,1908,Лезвие бритвы,1959-1963,художественная,роман,_,,,книга,омонимия не снята,"Над синей ступенью гор поднимались еще две ступени, покрытые снегом вплоть до ледяного острого гребня хребта Пир- Панджал. [И. А. Ефремов. Лезвие бритвы (1959-1963)] [омонимия не снята]"
" ан ясйишвавылаксар отсорп кат ,наидисбо", еыртсо ,"обсидиан, так просто раскалывавшийся на ", острые , , ножи или наконечники копий.,И. А. Ефремов. Лезвие бритвы (1959-1963),И. А. Ефремов,1908,Лезвие бритвы,1959-1963,художественная,роман,_,,,книга,омонимия не снята,"Мог оказаться и стекловидный обсидиан, так просто раскалывавшийся на острые ножи или наконечники копий. [И. А. Ефремов. Лезвие бритвы (1959-1963)] [омонимия не снята]"
" ан ,мен ан ужис и", мортсо ,"и сижу на нем, на ", остром , , ноже- ледорезе…,Андрей Битов. Автобус (1962),Андрей Битов,1937,Автобус,1962,художественная,эссе,_,,,книга,омонимия не снята,"Я доплываю до быка, и взбираюсь, и сижу на нем, на остром ноже- ледорезе… [Андрей Битов. Автобус (1962)] [омонимия не снята]"
" тачрот ыноротс есв ов ,нитсалп", еыртсо ,"пластин, во все стороны торчат ", острые , , иглы.,"В. А. Суетин. Три экспедиции // «Спортсмен-подводник», 1962",В. А. Суетин,,Три экспедиции,1962,"нехудожественная, публицистика",статья,путешествия,«Спортсмен-подводник»,1962,журнал,омонимия не снята,"Тело ежа заключено в панцирь из известковых пластин, во все стороны торчат острые иглы. [В. А. Суетин. Три экспедиции // «Спортсмен-подводник», 1962] [омонимия не снята]"
 еомас зар как ьтсе янем, еортсо ,меня есть как раз самое , острое , ," оружие, проходящее душу…",В. Д. Пришвина. Невидимый град (1962),В. Д. Пришвина,1899,Невидимый град,1962,художественная проза,роман,_,,,книга,омонимия не снята,"Ляля, если бы ты знала, с какой страшной болью пишу все это, если бы ты знала далее, что твое умолчание об этом ради меня есть как раз самое острое оружие, проходящее душу… [В. Д. Пришвина. Невидимый град (1962)] [омонимия не снята]"
" с ,яанзарбоонлов алыб яинил яьтерт", имыртсо ,"третья линия была волнообразная, с ", острыми , , гребнями.,Владимир Брагин. В стране дремучих трав (1962),Владимир Брагин,1896,В стране дремучих трав,1962,художественная,роман,_,,,книга,омонимия не снята,"Первые две линии этого чертежа были обрывистые, почти точечные и показывали частоту взмахов крыла у шмеля; третья линия была волнообразная, с острыми гребнями. [Владимир Брагин. В стране дремучих трав (1962)] [омонимия не снята]"
 ьсализнов янем в ― илоб, яартсо ,боли ― в меня вонзилась , острая , , игла.,Владимир Брагин. В стране дремучих трав (1962),Владимир Брагин,1896,В стране дремучих трав,1962,художественная,роман,_,,,книга,омонимия не снята,Я прислонился к какому-то дереву и вскрикнул от боли ― в меня вонзилась острая игла. [Владимир Брагин. В стране дремучих трав (1962)] [омонимия не снята]
 митэ С, мыртсо ,С этим , острым , , серпом я снова спущусь на,Владимир Брагин. В стране дремучих трав (1962),Владимир Брагин,1896,В стране дремучих трав,1962,художественная,роман,_,,,книга,омонимия не снята,С этим острым серпом я снова спущусь на дно реки. [Владимир Брагин. В стране дремучих трав (1962)] [омонимия не снята]
" мывон с ,ерднафакс в авонс", мыртсо ,"снова в скафандре, с новым ", острым , ," серпом в руке, с длинной",Владимир Брагин. В стране дремучих трав (1962),Владимир Брагин,1896,В стране дремучих трав,1962,художественная,роман,_,,,книга,омонимия не снята,"Здоровый, бодрый, веселый, снова в скафандре, с новым острым серпом в руке, с длинной крючковатой палкой шел я по дну реки к затону. [Владимир Брагин. В стране дремучих трав (1962)] [омонимия не снята]"
 ямерт с яаджак ― ынибыр, имыртсо ,рыбины ― каждая с тремя , острыми , , иглами на спине ― плыли,Владимир Брагин. В стране дремучих трав (1962),Владимир Брагин,1896,В стране дремучих трав,1962,художественная,роман,_,,,книга,омонимия не снята,Две рыбины ― каждая с тремя острыми иглами на спине ― плыли одна вслед за другой. [Владимир Брагин. В стране дремучих трав (1962)] [омонимия не снята]
" ,атнумсоР алировог отч ,оТ", имыртсо ,"То, что говорила Росмунта, ", острыми , ," иглами вонзалось в душу Коравье,",Юрий Рытхэу. В долине Маленьких Зайчиков (1962),Юрий Рытхэу,1930,В долине Маленьких Зайчиков,1962,художественная,роман,_,,,книга,омонимия не снята,"То, что говорила Росмунта, острыми иглами вонзалось в душу Коравье, будило мысли, которые он упорно от себя отгонял. [Юрий Рытхэу. В долине Маленьких Зайчиков (1962)] [омонимия не снята]"
.икинтолп еикссур илатобар йокак с, еыртсО ,с какой работали русские плотники., Острые , , топоры так и мелькали в,Юрий Рытхэу. В долине Маленьких Зайчиков (1962),Юрий Рытхэу,1930,В долине Маленьких Зайчиков,1962,художественная,роман,_,,,книга,омонимия не снята,с какой работали русские плотники. Острые топоры так и мелькали в их ловких руках. [Юрий Рытхэу. В долине Маленьких Зайчиков (1962)] [омонимия не снята]
 алазер и осям ынэмэк с, мыртсо ,с кэмэны мясо и резала , острым , , ножом у самых губ.,Юрий Рытхэу. В долине Маленьких Зайчиков (1962),Юрий Рытхэу,1930,В долине Маленьких Зайчиков,1962,художественная,роман,_,,,книга,омонимия не снята,Елизавета Андреевна ловко брала с кэмэны мясо и резала острым ножом у самых губ. [Юрий Рытхэу. В долине Маленьких Зайчиков (1962)] [омонимия не снята]
« ен атезаг ашан отч, еортсо ,что наша газета не «, острое , ," оружие партии», а ружье с",Юрий Трифонов. Утоление жажды (1959-1962),Юрий Трифонов,1925,Утоление жажды,1959-1962,художественная,роман,_,,,книга,омонимия не снята,"Говорил, что наша газета не «острое оружие партии», а ружье с кривым стволом, чтобы стрелять из-за угла. [Юрий Трифонов. Утоление жажды (1959-1962)] [омонимия не снята]"
" и йыннилд укиратс вуняторп ,ьсалунрев", йыртсо ,"вернулась, протянув старику длинный и ", острый , , нож.,Виктор Драгунский. Он упал на траву (1961),Виктор Драгунский,1913,Он упал на траву,1961,художественная,повесть,_,,,книга,омонимия не снята,"Она скрылась и быстро вернулась, протянув старику длинный и острый нож. [Виктор Драгунский. Он упал на траву (1961)] [омонимия не снята]"
" с ,хагопас хыннещичан в ,ефилаг", имыртсо ,"галифе, в начищенных сапогах, с ", острыми , , пиками седых усов и льдистым,Юрий Герман. Дорогой мой человек (1961),Юрий Герман,1910,Дорогой мой человек,1961,художественная,роман,_,,,книга,омонимия не снята,"В своем потертом не то кителе, не то френче, но с белоснежным подворотничком, в диагоналевых, с нашитыми кавалерийскими леями, блескучих от времени галифе, в начищенных сапогах, с острыми пиками седых усов и льдистым взглядом молочно- голубых глаз, стриженный ежиком Постников походил на старого генерала, о чем Жовтяк и не преминул ему сообщить. [Юрий Герман. Дорогой мой человек (1961)] [омонимия не снята]"
 с вокинтсоП, имыртсо ,Постников с , острыми , ," пиками усов, Постников, защищавший с",Юрий Герман. Дорогой мой человек (1961),Юрий Герман,1910,Дорогой мой человек,1961,художественная,роман,_,,,книга,омонимия не снята,"Постников с острыми пиками усов, Постников, защищавший с пистолетом в руках своих больных, Постников, исстрелянный фашистскими пулями, непрестанно был перед его глазами. [Юрий Герман. Дорогой мой человек (1961)] [омонимия не снята]"
".атфашднал огоннахыдзеб ее ,оговтрем ее", еыртсО ,"ее мертвого, ее бездыханного ландшафта.", Острые , ," пики гор, равнины, как бы",А. Л. Чижевский. Вся жизнь (1959-1961),А. Л. Чижевский,1897,Вся жизнь,1959-1961,"нехудожественная, публицистика",мемуары,искусство и культура,,,книга,омонимия не снята,"ее мертвого, ее бездыханного ландшафта. Острые пики гор, равнины, как бы циркулем очерченные кратеры, длинные угольно- черные тени, без полутеней, моря без воды, а над всем зелено-желтый, пронзительно слепящий свет, тоже мертвый, холодный, безжизненный. [А. Л. Чижевский. Вся жизнь (1959-1961)] [омонимия не снята]"
" яузьлопси ,итэ идюЛ « :тировог", еортсо ,"говорит: « Люди эти, используя ", острое , ," копье и искру, удивительным образом,",А. Л. Чижевский. Вся жизнь (1959-1961),А. Л. Чижевский,1897,Вся жизнь,1959-1961,"нехудожественная, публицистика",мемуары,искусство и культура,,,книга,омонимия не снята,"Большая давность этого обычая подтверждается подлинным письмом Бенедиктинского монаха Императи от 1602 года, где он, указывая на этот обычай жителей Дупно, говорит: « Люди эти, используя острое копье и искру, удивительным образом, особенно летом, предсказывают дождь, град и бури». [А. Л. Чижевский. Вся жизнь (1959-1961)] [омонимия не снята]"
 яслянирп и екепецнлос ан яслесу, мыртсо ,уселся на солнцепеке и принялся , острым , , ножом нарезать из сыромятной кожи,А. И. Мусатов. Земля молодая (1960),А. И. Мусатов,1911,Земля молодая,1960,художественная,повесть,_,,,книга,омонимия не снята,"Митя небрежно попинал их ногой, сплюнул, потом уселся на солнцепеке и принялся острым ножом нарезать из сыромятной кожи тонкие ремешки. [А. И. Мусатов. Земля молодая (1960)] [омонимия не снята]"
" хи и ,ыротавитьлук илипецирп мароткарт", еыртсо ,"тракторам прицепили культиваторы, и их ", острые , ," ножи, похожие на гусиные лапы,",А. И. Мусатов. Земля молодая (1960),А. И. Мусатов,1911,Земля молодая,1960,художественная,повесть,_,,,книга,омонимия не снята,"К тракторам прицепили культиваторы, и их острые ножи, похожие на гусиные лапы, рыхлили землю, срезали под корень густые сорняки, и паровое поле из желто-зеленого становилось черным. [А. И. Мусатов. Земля молодая (1960)] [омонимия не снята]"
 илазерто еищюалеЖ, мыртсо ,Желающие отрезали , острым , ," ножом сколько нужно, клали мясо",А. П. Ладинский. Анна Ярославна ― королева Франции (1960),А. П. Ладинский,1895,Анна Ярославна ― королева Франции,1960,художественная,роман,_,,,книга,омонимия не снята,"Желающие отрезали острым ножом сколько нужно, клали мясо на ломоть хлеба, солили по вкусу, опуская персты в солонку, и насыщались, прерывая еду только для того, чтобы послушать очередного скальда. [А. П. Ладинский. Анна Ярославна ― королева Франции (1960)] [омонимия не снята]"
" яавилбаксос онжоротсо от ,уциньлинреч в", мыртсо ,"в чернильницу, то осторожно соскабливая ", острым , , ножом допущенные ошибки.,А. П. Ладинский. Анна Ярославна ― королева Франции (1960),А. П. Ладинский,1895,Анна Ярославна ― королева Франции,1960,художественная,роман,_,,,книга,омонимия не снята,"Два или три монаха прилежно переписывали в течение многих часов книги, то макая тростник в чернильницу, то осторожно соскабливая острым ножом допущенные ошибки. [А. П. Ладинский. Анна Ярославна ― королева Франции (1960)] [омонимия не снята]"
" яслунхамаз сунгаМ и ,акард ьсалазяваЗ", мыртсо ,"Завязалась драка, и Магнус замахнулся ", острым , ," ножом на брата, желая его",А. П. Ладинский. Последний путь Владимира Мономаха (1960),А. П. Ладинский,1895,Последний путь Владимира Мономаха,1960,художественная,роман,_,,,книга,омонимия не снята,"Завязалась драка, и Магнус замахнулся острым ножом на брата, желая его убить, как некогда Каин Авеля. [А. П. Ладинский. Последний путь Владимира Мономаха (1960)] [омонимия не снята]"
" яажоргу ,йечиб имараду и ыцволоп", имыртсо ,"половцы и ударами бичей, угрожая ", острыми , ," копьями и стрелами, погнали на",А. П. Ладинский. Последний путь Владимира Мономаха (1960),А. П. Ладинский,1895,Последний путь Владимира Мономаха,1960,художественная,роман,_,,,книга,омонимия не снята,"Так их застигли половцы и ударами бичей, угрожая острыми копьями и стрелами, погнали на другую сторону реки, уже не очень полноводной в летнее время. [А. П. Ладинский. Последний путь Владимира Мономаха (1960)] [омонимия не снята]"
" ан ьсяедан ешьлоб ,иматобар имынялмез", юуртсо ,"земляными работами, больше надеясь на ", острую , , саблю.,А. П. Ладинский. Последний путь Владимира Мономаха (1960),А. П. Ладинский,1895,Последний путь Владимира Мономаха,1960,художественная,роман,_,,,книга,омонимия не снята,"Отец послал его укреплять Переяславль, где беззаботный Ростислав не желал заниматься скучными земляными работами, больше надеясь на острую саблю. [А. П. Ладинский. Последний путь Владимира Мономаха (1960)] [омонимия не снята]"
 тачрот ― иманишорог имылеб с, еыртсо ,с белыми горошинами ― торчат , острые , , лопатки.,Василий Шукшин. Стенька Разин (1960),Василий Шукшин,1929,Стенька Разин,1960,художественная,рассказ,_,,,книга,омонимия не снята,"На спине человечка, под ситцевой рубахой ― синей, с белыми горошинами ― торчат острые лопатки. [Василий Шукшин. Стенька Разин (1960)] [омонимия не снята]"
" тюапутсорп ухабур юушверогыв ьзовкс ,ичелп", еыртсо ,"плечи, сквозь выгоревшую рубаху проступают ", острые , ," лопатки, шея темная, забуревшая, походка",Владимир Тендряков. Суд (1960),Владимир Тендряков,1923,Суд,1960,художественная,повесть,_,,,книга,омонимия не снята,"Покатые плечи, сквозь выгоревшую рубаху проступают острые лопатки, шея темная, забуревшая, походка расчетливо спорая, не размашистая, как у всех пожилых крестьян, которым еще пришлось- таки походить на веку за плугом. [Владимир Тендряков. Суд (1960)] [омонимия не снята]"
 каК, мыртсо ,Как , острым , ," скальпелем, он был вскрыт, и",А. И. Делианич. Вольфсберг-373 (1945-1960),А. И. Делианич,1909,Вольфсберг-373,1945-1960,"нехудожественная, публицистика",мемуары,"администрация и управление, армия и вооруженные конфликты, криминал, политика и общественная жизнь, религия, трансп",,,книга,омонимия не снята,"Как острым скальпелем, он был вскрыт, и обнажилось самое чувствительное место. [А. И. Делианич. Вольфсберг-373 (1945-1960)] [омонимия не снята]"
" а ,ыдялгзв ен илыб отЭ", еыртсо ,"Это были не взгляды, а ", острые , , шпаги.,А. И. Делианич. Вольфсберг-373 (1945-1960),А. И. Делианич,1909,Вольфсберг-373,1945-1960,"нехудожественная, публицистика",мемуары,"администрация и управление, армия и вооруженные конфликты, криминал, политика и общественная жизнь, религия, трансп",,,книга,омонимия не снята,"Это были не взгляды, а острые шпаги. [А. И. Делианич. Вольфсберг-373 (1945-1960)] [омонимия не снята]"
