Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
яслащущо етанмок В, йыртсо ,В комнате ощущался, острый , , запах каких-то модных духов и,И. Л. Леонтьев-Щеглов. Корделия (Страничка жизни) (1889),И. Л. Леонтьев-Щеглов,1856,Корделия (Страничка жизни),1889,художественная,_,_,,,книга,омонимия не снята,В комнате ощущалсяострый запах каких-то модных духов и слегка кружил голову. [И. Л. Леонтьев-Щеглов. Корделия (Страничка жизни) (1889)] [омонимия не снята]
"ан яртомсен ,арту од лапсорп", йыртсо ,"проспал до утра, несмотря на", острый , , запах конского помета и нa,"М. Е. Салтыков-Щедрин. Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина (1887-1889)",М. Е. Салтыков-Щедрин,1826,"Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина",1887-1889,художественная,роман,_,,,книга,омонимия не снята,"Матушка легла спать в горнице, а меня услала в коляску, где я крепко проспал до утра, несмотря наострый запах конского помета и нa то, что в самую полночь, гремя бубенцами, во двор с грохотом въехал целый извозчичий обоз. [М. Е. Салтыков-Щедрин. Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина (1887-1889)] [омонимия не снята]"
ляотс ехудзов В, йыртсо ,В воздухе стоял, острый , , запах неизвестных реактивов.,Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886),Вас. И. Немирович-Данченко,1845,Цари биржи (Каиново племя в наши дни),1886,художественная,роман,_,,,книга,омонимия не снята,В воздухе стоялострый запах неизвестных реактивов. [Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886)] [омонимия не снята]
.рагис хыннерукыв то дач ляотс, йыртсО ,стоял чад от выкуренных сигар., Острый , , запах жженки смешивался с противными,Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886),Вас. И. Немирович-Данченко,1845,Цари биржи (Каиново племя в наши дни),1886,художественная,роман,_,,,книга,омонимия не снята,стоял чад от выкуренных сигар. Острый запах жженки смешивался с противными испарениями утомленного в теплой атмосфере тела. [Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886)] [омонимия не снята]
".юьворк хыннечомс ,копярт ичук от-еикак", йыртсО ,"какие-то кучи тряпок, смоченных кровью.", Острый , , запах стоял над ними.,Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886),Вас. И. Немирович-Данченко,1845,Цари биржи (Каиново племя в наши дни),1886,художественная,роман,_,,,книга,омонимия не снята,"какие-то кучи тряпок, смоченных кровью. Острый запах стоял над ними. [Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886)] [омонимия не снята]"
"тюянартсорпсар ,малгу оп еыннежолзар ,юьтсевзи", йыртсо ,"известью, разложенные по углам, распространяют", острый , , запах.,Н. П. Гиляров-Платонов. Из пережитого. Том 1 (1886),Н. П. Гиляров-Платонов,1824,Из пережитого. Том 1,1886,"нехудожественная, публицистика",мемуары,_,,,электронный текст,омонимия не снята,"Тарелки с хлорною известью, разложенные по углам, распространяютострый запах. [Н. П. Гиляров-Платонов. Из пережитого. Том 1 (1886)] [омонимия не снята]"
",ценокан ,он ,ахепсу огокясв зеб", йыртсо ,"без всякого успеха, но, наконец,", острый , , запах мякинного хлеба и кислой,"М. Е. Салтыков-Щедрин. Сказки / Повесть о том, как один мужик двух генералов прокормил (1869-1886)",М. Е. Салтыков-Щедрин,1826,"Сказки / Повесть о том, как один мужик двух генералов прокормил",1869-1886,художественная,сказка,_,,,книга,омонимия не снята,"Долго они бродили по острову без всякого успеха, но, наконец,острый запах мякинного хлеба и кислой овчины навел их на след. [М. Е. Салтыков-Щедрин. Сказки / Повесть о том, как один мужик двух генералов прокормил (1869-1886)] [омонимия не снята]"
"еещюеми ,олсам еолежят ястеузарбо и", йыртсо ,"и образуется тяжелое масло, имеющее", острый , , запах С6Н12Вr20.,А. М. Бутлеров. Теоретические и экспериментальные работы по химии (1851-1886),А. М. Бутлеров,1828,Теоретические и экспериментальные работы по химии,1851-1886,"нехудожественная, учебно-научная","монография, статья",природа,,,книга,омонимия не снята,"Реакция эта идет весьма энергично, бром исчезает с шипением, и образуется тяжелое масло, имеющееострый запах С6Н12Вr20. [А. М. Бутлеров. Теоретические и экспериментальные работы по химии (1851-1886)] [омонимия не снята]"
амьсев с ьтсокдиж юулежят как, мыртсо ,как тяжелую жидкость с весьма, острым , , запахом и легко разлагающуюся на,А. М. Бутлеров. Теоретические и экспериментальные работы по химии (1851-1886),А. М. Бутлеров,1828,Теоретические и экспериментальные работы по химии,1851-1886,"нехудожественная, учебно-научная","монография, статья",природа,,,книга,омонимия не снята,Перкин и Дуппа описали иодоуксусный эфир весьма коротко как тяжелую жидкость с весьмаострым запахом и легко разлагающуюся на свете. [А. М. Бутлеров. Теоретические и экспериментальные работы по химии (1851-1886)] [омонимия не снята]
и мобелх мынечеп олхаП, мыртсо ,Пахло печеным хлебом и, острым , , запахом аммиака.,А. И. Эртель. Волхонская барышня (1883),А. И. Эртель,1855,Волхонская барышня,1883,художественная,повесть,_,,,книга,омонимия не снята,Пахло печеным хлебом иострым запахом аммиака. [А. И. Эртель. Волхонская барышня (1883)] [омонимия не снята]
олхап ыдов тО, мыртсо ,От воды пахло, острым , , запахом мочившейся конопли.,А. И. Эртель. Записки Степняка (1883),А. И. Эртель,1855,Записки Степняка,1883,"публицистика, художественная","очерк, рассказ",_,,,книга,омонимия не снята,От воды пахлоострым запахом мочившейся конопли. [А. И. Эртель. Записки Степняка (1883)] [омонимия не снята]
"ябес то теянартсорпсар ,онтсевзи как", йыртсо ,"как известно, распространяет от себя", острый , ," запах затхлости, свойственной упраздненному зданию.",М. Е. Салтыков-Щедрин. Современная идиллия (1877-1883),М. Е. Салтыков-Щедрин,1826,Современная идиллия,1877-1883,художественная,роман,_,,,книга,омонимия не снята,"Так что к нынешнему корчевскому запустению в современном Кашине присовокупляется еще паутина времен, которая, как известно, распространяет от себяострый запах затхлости, свойственной упраздненному зданию. [М. Е. Салтыков-Щедрин. Современная идиллия (1877-1883)] [омонимия не снята]"
йикде ;угон ьтиватсоп адукен отч, йыртсо ,что некуда поставить ногу; едкий, острый , , запах мочи бьет в нос,"Народная воля. Социально-революционное обозрение. №№ 8-9 // «Народная воля», 1882",,,Народная воля. Социально-революционное обозрение. №№ 8-9,1882,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Народная воля»,1882,газета,омонимия не снята,"Но вот кончаются все эти унижения, ― и узники отправляются в камеры ― две низкие, темные, грязные и вонючие комнаты, разделенные небольшой передней; в этой передней находится самое ужасное отхожее место, распространяющее по камерам такое зловоние, что положительно делается дурно; тут такое скопление гниющих нечистот, что некуда поставить ногу; едкийострый запах мочи бьет в нос и выедает глаза; на полу кишат черви в таком [Народная воля. Социально-революционное обозрение. №№ 8-9 // «Народная воля», 1882] [омонимия не снята]"
яслисонод инхук зи ;нижу ьтавыркан, йыртсо ,накрывать ужин; из кухни доносился, острый , , запах солонины и приятно щекотал,М. Е. Салтыков-Щедрин. Круглый год (1879-1880),М. Е. Салтыков-Щедрин,1826,Круглый год,1879-1880,"нехудожественная, публицистика",статья,политика и общественная жизнь,,,книга,омонимия не снята,В столовую с шумом ворвался Филипп и начал накрывать ужин; из кухни доносилсяострый запах солонины и приятно щекотал обоняние. [М. Е. Салтыков-Щедрин. Круглый год (1879-1880)] [омонимия не снята]
ыб илеми ен ыцичрог анемеС, огортсо ,Семена горчицы не имели бы, острого , ," запаха и вкуса, если бы",К. А. Тимирязев. Жизнь растения (1878),К. А. Тимирязев,1843,Жизнь растения,1878,"нехудожественная, учебно-научная",монография,"биология, наука и технологии",,,книга,омонимия не снята,"Семена горчицы не имели быострого запаха и вкуса, если бы в них не было фермента мирозина, который при содействии воды разлагает одно находящееся в них вещество ( соль так называемой мироновой кислоты) и выделяет из него острое летучее горчичное масло. [К. А. Тимирязев. Жизнь растения (1878)] [омонимия не снята]"
"йиксечитсиреткарах ястеавивзар ,еиневонсокирп в тудирп", йыртсо ,"придут в прикосновение, развивается характеристический", острый , , запах горчицы.,К. А. Тимирязев. Жизнь растения (1878),К. А. Тимирязев,1843,Жизнь растения,1878,"нехудожественная, учебно-научная",монография,"биология, наука и технологии",,,книга,омонимия не снята,"Каждый листок порознь не образует горчичника, но как только они придут в прикосновение, развивается характеристическийострый запах горчицы. [К. А. Тимирязев. Жизнь растения (1878)] [омонимия не снята]"
ецдрес еолатсу яаджубзов и уволог, мыртсо ,голову и возбуждая усталое сердце, острым , ," запахом растительности, налетавшим на село",А. И. Левитов. Всеядные (1877),А. И. Левитов,1835,Всеядные,1877,художественная,очерк,_,,,книга,омонимия не снята,"После вечно и безалаберно горланящей суеты большого города больному, измученному ею человеку как-то особенно покойно сиделось без шапки под этим синим небом, усеянным звездами; вокруг него летала ласковая вечерняя прохлада, обдувая его воспаленную голову и возбуждая усталое сердцеострым запахом растительности, налетавшим на село с дальних полей. [А. И. Левитов. Всеядные (1877)] [омонимия не снята]"
",йоничотовреч йонжамуб итсачто ,имажоротс итсачто", йыртсо ,"отчасти сторожами, отчасти бумажной червоточиной,", острый , , запах которой проникал сюда из,М. Е. Салтыков-Щедрин. В среде умеренности и аккуратности (1874-1877),М. Е. Салтыков-Щедрин,1826,В среде умеренности и аккуратности,1874-1877,"нехудожественная, публицистика",очерк,политика и общественная жизнь,,,книга,омонимия не снята,"На лестнице чувствовался сильный запах упраздненности ― и только; в департаментской передней пахло отчасти сторожами, отчасти бумажной червоточиной,острый запах которой проникал сюда из канцелярии. [М. Е. Салтыков-Щедрин. В среде умеренности и аккуратности (1874-1877)] [омонимия не снята]"
и мылсик от-микак олхап акшокул, мыртсо ,лукошка пахло каким-то кислым и, острым , ," запахом, какой бывает от долго",Ф. М. Достоевский. Подросток (1875),Ф. М. Достоевский,1821,Подросток,1875,художественная,роман,_,,,книга,омонимия не снята,"Я бережно вынул из лукошка Ариночку и приподнял ее за плечики; из лукошка пахло каким-то кислым иострым запахом, какой бывает от долго не мытого грудного ребеночка. [Ф. М. Достоевский. Подросток (1875)] [омонимия не снята]"
мет ьсалинлопан хынжясирп атанмок еж, мыртсо ,же комната присяжных наполнилась тем, острым , «," запахом миллиона», который в наши",М. Е. Салтыков-Щедрин. Дневник провинциала в Петербурге (1872),М. Е. Салтыков-Щедрин,1826,Дневник провинциала в Петербурге,1872,художественная,"рассказ, цикл",_,,,книга,омонимия не снята,"Как только появилась моя тень, так тотчас же комната присяжных наполнилась темострым «запахом миллиона», который в наши дни решает судьбу не гарантированных правительством предприятий… [М. Е. Салтыков-Щедрин. Дневник провинциала в Петербурге (1872)] [омонимия не снята]"
"яинелпутсси од йыннедевод ,ьлетидовдерп ,автсежрот", мыртсо ,"торжества, предводитель, доведенный до исступления", острым , ," запахом, распространяемым градоначальником, вне себя вскочил",М. Е. Салтыков-Щедрин. История одного города (1869-1870),М. Е. Салтыков-Щедрин,1826,История одного города,1869-1870,художественная,роман,_,,,книга,омонимия не снята,"Однажды во время какого-то соединенного заседания, имевшего предметом устройство во время масленицы усиленного гастрономического торжества, предводитель, доведенный до исступленияострым запахом, распространяемым градоначальником, вне себя вскочил с своего места и крикнул: « Уксусу и горчицы!»  [М. Е. Салтыков-Щедрин. История одного города (1869-1870)] [омонимия не снята]"
-онновогалб и ичон йоннытсуп еичилев, йыртсо ,величие пустынной ночи и благовонно-, острый , , запах степной растительности побуждают мозг,А. И. Левитов. Насупротив!.. (1862),А. И. Левитов,1835,Насупротив!..,1862,художественная,очерк,_,,,книга,омонимия не снята,"Обаятельное величие пустынной ночи и благовонно-острый запах степной растительности побуждают мозг мой к какой-то особенно усиленной, весь мой организм раздражившей умственной деятельности. [А. И. Левитов. Насупротив!.. (1862)] [омонимия не снята]"
тот яслилзар онпазенв етанмок оп, йыртсо ,по комнате внезапно разлился тот, острый , ," запах клопов, который, по мнению",М. Е. Салтыков-Щедрин. Сатиры в прозе (1859-1862),М. Е. Салтыков-Щедрин,1826,Сатиры в прозе,1859-1862,художественная,"рассказ, цикл",_,,,книга,омонимия не снята,"Купец Босоногов, как бы в ознаменование важного события, превзошел самого себя, и по комнате внезапно разлился тотострый запах клопов, который, по мнению канцелярских служителей, составляет непременное условие отличного пунша. [М. Е. Салтыков-Щедрин. Сатиры в прозе (1859-1862)] [омонимия не снята]"
.ьтавовтсвучоп ябес оньлис ман лад, йыртсО ,дал нам сильно себя почувствовать., Острый , , запах мочал не мог заглушить,"Александр Порецкий. Обзор современных вопросов // Время, № 1, 1861",Александр Порецкий,1819,Обзор современных вопросов,1861,"нехудожественная, публицистика",обзор,политика и общественная жизнь,"Время, № 1",1861,журнал,омонимия не снята,"дал нам сильно себя почувствовать. Острый запах мочал не мог заглушить другого, более вредного животного запаха, происходящего от тесного жилья. [Александр Порецкий. Обзор современных вопросов // Время, № 1, 1861] [омонимия не снята]"
илавадзи и ындиволим ьнечо от-как, йыртсо ,как-то очень миловидны и издавали, острый , , запах.,"С. Т. Аксаков. Детские годы Багрова-внука, служащие продолжением семейной хроники (1858)",С. Т. Аксаков,1791,"Детские годы Багрова-внука, служащие продолжением семейной хроники",1858,художественная,роман,_,,,книга,омонимия не снята,"В самом деле, молоденькие груздочки были как-то очень миловидны и издавалиострый запах. [С. Т. Аксаков. Детские годы Багрова-внука, служащие продолжением семейной хроники (1858)] [омонимия не снята]"
