Reversed left context,Reversed center,Left context,Center,Punct,Right context,Title,Author,Birthday,Header,Created,Sphere,Type,Topic,Publication,Publ_year,Medium,Ambiguity,Full context
 лажардзар оге ециньлоб В, йыртсо ,В больнице его раздражал , острый , , запах йодоформа.,А. И. Куприн. Жрец (1905),А. И. Куприн,1870,Жрец,1905,художественная,рассказ,_,,,книга,омонимия не снята,В больнице его раздражал острый запах йодоформа. [А. И. Куприн. Жрец (1905)] [омонимия не снята]
 натипорп лыб худзоВ, мыртсо ,Воздух был пропитан , острым , ," запахом, свойственным жилью мелких хищников.",А. И. Куприн. Поединок (1905),А. И. Куприн,1870,Поединок,1905,художественная,повесть,_,,,книга,омонимия не снята,"Воздух был пропитан острым запахом, свойственным жилью мелких хищников. [А. И. Куприн. Поединок (1905)] [омонимия не снята]"
 еж тот оху ее в, йыртсо ,в ее ухо тот же , острый , ," шепот, и в ту же",М. П. Арцыбашев. Ужас (1905),М. П. Арцыбашев,1878,Ужас,1905,художественная,рассказ,_,,,книга,омонимия не снята,"вошел в ее ухо тот же острый шепот, и в ту же минуту послышался странный, осторожный и зловещий шорох. [М. П. Арцыбашев. Ужас (1905)] [омонимия не снята]"
 натипорп лыб худзоВ, мыртсо ,Воздух был пропитан , острым , , запахом моря и жирными испарениями,В. А. Поссе. Певец протестующей тоски (М. Горький. Очерки и рассказы. 2 тома. 1898 г.) (1904),В. А. Поссе,1864,Певец протестующей тоски (М. Горький. Очерки и рассказы. 2 тома. 1898 г.),1904,"нехудожественная, публицистика",статья,"искусство и культура, политика и общественная жизнь",,,книга,омонимия не снята,"Воздух был пропитан острым запахом моря и жирными испарениями земли, незадолго до вечера обильно смоченной дождем. [В. А. Поссе. Певец протестующей тоски (М. Горький. Очерки и рассказы. 2 тома. 1898 г.) (1904)] [омонимия не снята]"
 икбишо йоньлетизремо йомиварпопен еинанзоС, мыртсо ,Сознание непоправимой омерзительной ошибки , острым , , светом вошло в мозг девушки.,М. П. Арцыбашев. Смерть Ланде (1904),М. П. Арцыбашев,1878,Смерть Ланде,1904,художественная,повесть,_,,,книга,омонимия не снята,Сознание непоправимой омерзительной ошибки острым светом вошло в мозг девушки. [М. П. Арцыбашев. Смерть Ланде (1904)] [омонимия не снята]
" окьлоксѣн ,йындолох ешьлоб еще илянѣтто", йыртсо ,"оттѣняли еще больше холодный, нѣсколько ", острый , , блескъ глубоко засѣвшихъ въ своихъ,"Н. П. Анненкова-Бернар. Бабушкина внучка // Вестник Европы, 1902",Н. П. Анненкова-Бернар,1864,Бабушкина внучка,1902,художественная,повесть,_,Вестник Европы,1902,журнал,омонимия не снята,"Эти подрисованныя брови на совершенно старомъ, поблекшемъ лицѣ производили непріятное впечатлѣніе и оттѣняли еще больше холодный, нѣсколько острый блескъ глубоко засѣвшихъ въ своихъ впадинахъ, когда-то прекрасныхъ черныхъ глазъ; а прямой станъ, бѣлыя, холенныя руки и горделивая, даже нѣсколько высокомѣрная посадка головы придавали всей фигурѣ какую-то особую величавость. [Н. П. Анненкова-Бернар. Бабушкина внучка // Вестник Европы, 1902] [омонимия не снята]"
" ,атанмок яанчарм ,яаншуД", йыртсо ,"Душная, мрачная комната, ", острый , ," запахъ лекарствъ, тусклое небо, шумъ","Н. П. Анненкова-Бернар. Бабушкина внучка // Вестник Европы, 1902",Н. П. Анненкова-Бернар,1864,Бабушкина внучка,1902,художественная,повесть,_,Вестник Европы,1902,журнал,омонимия не снята,"Душная, мрачная комната, острый запахъ лекарствъ, тусклое небо, шумъ дерева подъ окномъ, бѣлая бабочка, случайно залетѣвшая въ комнату, мутные глаза умирающей старухи, въ своемъ жалкомъ одиночествѣ цѣпляющейся за жизнь, ― Ненси не въ силахъ была больше выдержать. [Н. П. Анненкова-Бернар. Бабушкина внучка // Вестник Европы, 1902] [омонимия не снята]"
" ,микосыв алунятыв и ьсаляндопирп яьсодеФ", мыртсо ,"Федосья приподнялась и вытянула высоким, ", острым , , фальцетом: ― Никишка- а! ,С. Н. Сергеев-Ценский. Счастье (1902),С. Н. Сергеев-Ценский,1875,Счастье,1902,художественная,рассказ,_,,,книга,омонимия не снята,"И, не дожидаясь реплики мужа, Федосья приподнялась и вытянула высоким, острым фальцетом: ― Никишка- а!  [С. Н. Сергеев-Ценский. Счастье (1902)] [омонимия не снята]"
" и ,окморг и олежят илашыд", йыртсо ,"дышали тяжело и громко, и ", острый , , запах их пота был слышен,А. И. Куприн. В цирке (1901),А. И. Куприн,1870,В цирке,1901,художественная,рассказ,_,,,книга,омонимия не снята,"Они дышали тяжело и громко, и острый запах их пота был слышен в первых рядах партера. [А. И. Куприн. В цирке (1901)] [омонимия не снята]"
 и михус ьшил юумеавызерорп унишит, мыртсо ,тишину прорезываемую лишь сухим и , острым , , хрипом умирающего.,А. Н. Будищев. Доброе дело (1901),А. Н. Будищев,1867,Доброе дело,1901,художественная,рассказ,_,,,книга,омонимия не снята,"И все это, и тусклый сумрак, и тяжкий запах, сочетается в невозмутимую тишину прорезываемую лишь сухим и острым хрипом умирающего. [А. Н. Будищев. Доброе дело (1901)] [омонимия не снята]"
.икчонаб еынчешорк и илытуб еындаморг, йыртсО ,громадные бутыли и крошечные баночки., Острый , ," запах отделялся от ядовитых солей,",Д. С. Мережковский. Воскресшие Боги. Леонардо да Винчи (1901),Д. С. Мережковский,1866,Воскресшие Боги. Леонардо да Винчи,1901,художественная,роман,_,,,книга,омонимия не снята,"громадные бутыли и крошечные баночки. Острый запах отделялся от ядовитых солей, щелоков, кислот. [Д. С. Мережковский. Воскресшие Боги. Леонардо да Винчи (1901)] [омонимия не снята]"
" юуннатипорп и юундалхорп ,утанмок изюлаж", мыртсо ,"жалюзи комнату, прохладную и пропитанную ", острым , ," запахом креозота и йода, с",К. М. Станюкович. Дождался (1901),К. М. Станюкович,1843,Дождался,1901,художественная,рассказ,_,,,книга,омонимия не снята,"И с этими словами Неволин вошел в свою большую, полутемную от опущенных жалюзи комнату, прохладную и пропитанную острым запахом креозота и йода, с довольно приличной обстановкой для пансиона в восемь франков в сутки. [К. М. Станюкович. Дождался (1901)] [омонимия не снята]"
 яслиркси ацпук хазалг В, йыртсо ,В глазах купца искрился , острый , ," смешок, и губы у него",Максим Горький. Мужик (1899),Максим Горький,1868,Мужик,1899,художественная,очерк,_,,,книга,омонимия не снята,"В глазах купца искрился острый смешок, и губы у него вздрагивали. [Максим Горький. Мужик (1899)] [омонимия не снята]"
 с веубеШ, мыртсо ,Шебуев с , острым , , блеском в глазах осмотрел собеседника и,Максим Горький. Мужик (1899),Максим Горький,1868,Мужик,1899,художественная,очерк,_,,,книга,омонимия не снята,Шебуев с острым блеском в глазах осмотрел собеседника и серьезно сказал:  [Максим Горький. Мужик (1899)] [омонимия не снята]
" ,ыдя отэ ,адварП", йыртсо ,"Правда, это яды, ", острый , , запах которых отравляет дыхание.,В. Г. Короленко. Знаменитость конца века (1898),В. Г. Короленко,1853,Знаменитость конца века,1898,"нехудожественная, публицистика",статья,политика и общественная жизнь,,,книга,омонимия не снята,"Правда, это яды, острый запах которых отравляет дыхание. [В. Г. Короленко. Знаменитость конца века (1898)] [омонимия не снята]"
 ыб илсе ;ьдубин-отч ледив ил, еыртсо ,ли видел что-нибудь; если бы , острые , , шипы какого-нибудь кустарника въелись в,Ф. М. Степняк-Личкус [перевод книги С. М. Степняка-Кравчинского с английского]. Андрей Кожухов (1898),Ф. М. Степняк-Личкус [перевод книги С. М. Степняка-Кравчинского с английского],1853,Андрей Кожухов,1898,художественная,роман,_,,,книга,омонимия не снята,"Широко раскрытыми глазами он вглядывался в темноту, но едва ли видел что-нибудь; если бы острые шипы какого-нибудь кустарника въелись в его тело, он и этого бы не заметил. [Ф. М. Степняк-Личкус [перевод книги С. М. Степняка-Кравчинского с английского]. Андрей Кожухов (1898)] [омонимия не снята]"
 и ыварт йохус мотамора с, мыртсо ,с ароматом сухой травы и , острым , , запахом сыромятных ремней.,В. Г. Короленко. Слепой музыкант (1886-1898),В. Г. Короленко,1853,Слепой музыкант,1886-1898,художественная,повесть,_,,,книга,омонимия не снята,Специфический запах конюшни смешивался с ароматом сухой травы и острым запахом сыромятных ремней. [В. Г. Короленко. Слепой музыкант (1886-1898)] [омонимия не снята]
 нещысан лыб худзоВ, мыртсо ,Воздух был насыщен , острым , , запахом послегрозовой свежести и тягучим,А. И. Куприн. Нарцисс (1897),А. И. Куприн,1870,Нарцисс,1897,художественная,рассказ,_,,,книга,омонимия не снята,Воздух был насыщен острым запахом послегрозовой свежести и тягучим ароматом белой акации. [А. И. Куприн. Нарцисс (1897)] [омонимия не снята]
".ьсолишерзар орокс ,мечорпв ,оге еинемуодеН", йыртсО ,"Недоумение его, впрочем, скоро разрешилось.", Острый , ," запах водки, распространявшийся по всей",К. М. Станюкович. Максимка (1896),К. М. Станюкович,1843,Максимка,1896,художественная,рассказ,_,,,книга,омонимия не снята,"Недоумение его, впрочем, скоро разрешилось. Острый запах водки, распространявшийся по всей палубе, и удовлетворенно- серьезные лица матросов, которые, возвращаясь со шканцев, утирали усы своими засмоленными шершавыми руками, напомнили маленькому негру о том, что и на « Бетси» раз в неделю матросам давали по стакану рома, и о том, что капитан пил его ежедневно и, как казалось мальчику, больше, чем бы следовало. [К. М. Станюкович. Максимка (1896)] [омонимия не снята]"
 илакревсаз ― яинедив огеовс азалг, мыртсо ,глаза своего видения ― засверкали , острым , , блеском.,А. В. Амфитеатров. Жар-цвет (1895),А. В. Амфитеатров,1862,Жар-цвет,1895,художественная,роман,_,,,книга,омонимия не снята,Две яркие точки в тумане ― их Васильев принимал за глаза своего видения ― засверкали острым блеском. [А. В. Амфитеатров. Жар-цвет (1895)] [омонимия не снята]
 нещысан худзоВ, мыртсо ,Воздух насыщен , острым , ," запахом мелких хищников: лис, куниц",А. И. Куприн. В зверинце (1895),А. И. Куприн,1870,В зверинце,1895,художественная,рассказ,_,,,книга,омонимия не снята,"Воздух насыщен острым запахом мелких хищников: лис, куниц и рысей, смешанным с запахом испортившегося сырого мяса и птичьего помета. [А. И. Куприн. В зверинце (1895)] [омонимия не снята]"
" с азалг ,ысолов еыннапертсар еыдес", мыртсо ,"седые растрепанные волосы, глаза с ", острым , ," блеском, как два стальных клинка,",Д. С. Мережковский. Смерть богов. Юлиан Отступник (1895),Д. С. Мережковский,1866,Смерть богов. Юлиан Отступник,1895,художественная,роман,_,,,книга,омонимия не снята,"Крючковатый красный нос, седые растрепанные волосы, глаза с острым блеском, как два стальных клинка, делали ее похожей на фурию. [Д. С. Мережковский. Смерть богов. Юлиан Отступник (1895)] [омонимия не снята]"
 имынярберес алыб анежурко оге аволог, имыртсо ,голова его окружена была серебряными , острыми , , лучами; он улыбался.,Д. С. Мережковский. Смерть богов. Юлиан Отступник (1895),Д. С. Мережковский,1866,Смерть богов. Юлиан Отступник,1895,художественная,роман,_,,,книга,омонимия не снята,Последние лучи солнца отразились на беспощадном лике Дельфийского идола; голова его окружена была серебряными острыми лучами; он улыбался. [Д. С. Мережковский. Смерть богов. Юлиан Отступник (1895)] [омонимия не снята]
" ,юьтфен хынненлопан ,водзеоп еинахыморг ,авитомокол", йыртсо ,"локомотива, громыхание поездов, наполненных нефтью, ", острый , , запах угля…,Е. А. Соловьев-Андреевич. Л. Н. Толстой. Его жизнь и литературная деятельность (1895),Е. А. Соловьев-Андреевич,1867,Л. Н. Толстой. Его жизнь и литературная деятельность,1895,"нехудожественная, публицистика",монография,искусство и культура,,,книга,омонимия не снята,"Теперь, правда, большая дорога пролегает там и здесь, в долине Куры, то и дело слышится свист локомотива, громыхание поездов, наполненных нефтью, острый запах угля… [Е. А. Соловьев-Андреевич. Л. Н. Толстой. Его жизнь и литературная деятельность (1895)] [омонимия не снята]"
 натипорп лыб худзоВ, мыртсо ,Воздух был пропитан , острым , , запахом моря и жирными испарениями,Максим Горький. Старуха Изергиль (1895),Максим Горький,1868,Старуха Изергиль,1895,художественная,рассказ,_,,,книга,омонимия не снята,"Воздух был пропитан острым запахом моря и жирными испарениями земли, незадолго до вечера обильно смоченной дождем. [Максим Горький. Старуха Изергиль (1895)] [омонимия не снята]"
" ,имяьверед имывецнаремоп и имыннисьлепа с", еортсо ,"с апельсинными и померанцевыми деревьями, ", острое , , благоухание которых далеко разносится и,Ф. И. Буслаев. Римская вилла княгини З. А. Волконской (1895),Ф. И. Буслаев,1818,Римская вилла княгини З. А. Волконской,1895,"нехудожественная, публицистика",мемуары,_,,,книга,омонимия не снята,"По ту сторону Тибра, на улице Lungara, к берегам этой реки раскинут обширный сад с апельсинными и померанцевыми деревьями, острое благоухание которых далеко разносится и по улице, и даже через реку. [Ф. И. Буслаев. Римская вилла княгини З. А. Волконской (1895)] [омонимия не снята]"
" ан йедашол ьтавокдоп мишвыбазоп ,моказак", еыртсо ,"казаком, позабывшим подковать лошадей на ", острые , ," шипы, что, ввиду наступившей гололедки,",В. В. Верещагин. Литератор (1894),В. В. Верещагин,1842,Литератор,1894,художественная,повесть,_,,,книга,омонимия не снята,"Получивши, наконец, бумаги и кое-какие устные поручения к начальству, Половцев выехал с казаком, позабывшим подковать лошадей на острые шипы, что, ввиду наступившей гололедки, до крайности затрудняло езду. [В. В. Верещагин. Литератор (1894)] [омонимия не снята]"
 с кечобурт ясхищярук хикьлоксен комыД, мыртсо ,Дымок нескольких курящихся трубочек с , острым , , запахом махорки приятно щекотал обоняние,К. М. Станюкович. Рождественская ночь (1892),К. М. Станюкович,1843,Рождественская ночь,1892,художественная,рассказ,_,,,книга,омонимия не снята,Дымок нескольких курящихся трубочек с острым запахом махорки приятно щекотал обоняние беседующих гребцов. [К. М. Станюкович. Рождественская ночь (1892)] [омонимия не снята]
" яаннежасу ,яицака яачюлок а ,яитивзар", имыртсо ,"развития, а колючая акация, усаженная ", острыми , ," шипами, образует непроходимую чащу.",М. А. Лялина. Путешествия H. М. Пржевальского в восточной и центральной Азии (1891),М. А. Лялина,,Путешествия H. М. Пржевальского в восточной и центральной Азии,1891,"нехудожественная, учебно-научная","биография, монография",путешествия,,,книга,омонимия не снята,"Чем дальше во внутрь страны, тем гуще, величественнее становятся леса; кустарник достигает роскошного развития, а колючая акация, усаженная острыми шипами, образует непроходимую чащу. [М. А. Лялина. Путешествия H. М. Пржевальского в восточной и центральной Азии (1891)] [омонимия не снята]"
 мылавыбен онвад и йокбылу юонболаж, мыртсо ,жалобною улыбкой и давно небывалым , острым , ," блеском в ее добрых, мечтательных",П. Д. Боборыкин. «Поумнел» (1890),П. Д. Боборыкин,1836,«Поумнел»,1890,художественная,повесть,_,,,книга,омонимия не снята,"Он не сразу заметил, что она стоит позади в портьере перегородки, оправляет воротник ночной кофты, обшитой кружевцом, в фланелевом полосатом халатике и смотрит возбужденно, с блуждающею, немного жалобною улыбкой и давно небывалым острым блеском в ее добрых, мечтательных глазах. [П. Д. Боборыкин. «Поумнел» (1890)] [омонимия не снята]"
 йоньлатс ьтяпо иличулоп оге азалГ, йыртсо ,Глаза его получили опять стальной , острый , ," блеск, щеки побледнели, голова откинулась",П. Д. Боборыкин. «Поумнел» (1890),П. Д. Боборыкин,1836,«Поумнел»,1890,художественная,повесть,_,,,книга,омонимия не снята,"Глаза его получили опять стальной острый блеск, щеки побледнели, голова откинулась назад. [П. Д. Боборыкин. «Поумнел» (1890)] [омонимия не снята]"
" :конев теавытавхс ,икур теаминдоп анО", еыртсо ,"Она поднимает руки, схватывает венок: ", острые , , шипы вонзаются в пальцы…,"А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)",А. И. Эртель,1855,"Гарденины, их дворня, приверженцы и враги",1889,художественная,роман,_,,,книга,омонимия не снята,"Она поднимает руки, схватывает венок: острые шипы вонзаются в пальцы… [А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)] [омонимия не снята]"
" ,йомолос юешвингереп и йелмез юоннахапсвежевс", мыртсо ,"свежевспаханною землей и перегнившею соломой, ", острым , , запахом навоза.,"А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)",А. И. Эртель,1855,"Гарденины, их дворня, приверженцы и враги",1889,художественная,роман,_,,,книга,омонимия не снята,"Сильно пахло сыростью, свежевспаханною землей и перегнившею соломой, острым запахом навоза. [А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)] [омонимия не снята]"
" ,генед хындем еьнакявз ,хемс ,ытортсо", йыртсо ,"остроты, смех, звяканье медных денег, ", острый , , запах скипидара…,"А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)",А. И. Эртель,1855,"Гарденины, их дворня, приверженцы и враги",1889,художественная,роман,_,,,книга,омонимия не снята,"Вот длинный ряд дрянных холщовых и рогожных навесов; толпятся бабы со свертками холста; мелькают мускулистые, выше локтя засученные руки; точно частая барабанная дробь шлепают и стучат « набойки»; белый холст выскакивает синею и коричневою пестрядью; крупные остроты, смех, звяканье медных денег, острый запах скипидара… [А. И. Эртель. Гарденины, их дворня, приверженцы и враги (1889)] [омонимия не снята]"
 яслащущо етанмок В, йыртсо ,В комнате ощущался , острый , , запах каких-то модных духов и,И. Л. Леонтьев-Щеглов. Корделия (Страничка жизни) (1889),И. Л. Леонтьев-Щеглов,1856,Корделия (Страничка жизни),1889,художественная,_,_,,,книга,омонимия не снята,В комнате ощущался острый запах каких-то модных духов и слегка кружил голову. [И. Л. Леонтьев-Щеглов. Корделия (Страничка жизни) (1889)] [омонимия не снята]
" ан яртомсен ,арту од лапсорп", йыртсо ,"проспал до утра, несмотря на ", острый , , запах конского помета и нa,"М. Е. Салтыков-Щедрин. Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина (1887-1889)",М. Е. Салтыков-Щедрин,1826,"Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина",1887-1889,художественная,роман,_,,,книга,омонимия не снята,"Матушка легла спать в горнице, а меня услала в коляску, где я крепко проспал до утра, несмотря на острый запах конского помета и нa то, что в самую полночь, гремя бубенцами, во двор с грохотом въехал целый извозчичий обоз. [М. Е. Салтыков-Щедрин. Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина (1887-1889)] [омонимия не снята]"
" с ,йоньлатс вунситс окперк и", имыртсо ,"и крепко стиснув стальной, с ", острыми , ," шипами, кастет.",В. А. Гиляровский. Трущобные люди / В глухую (1887),В. А. Гиляровский,1855,Трущобные люди / В глухую,1887,художественная,очерк,_,,,книга,омонимия не снята,"Тот не сопротивлялся и шел, опустив руку в карман короткого пальто и крепко стиснув стальной, с острыми шипами, кастет. [В. А. Гиляровский. Трущобные люди / В глухую (1887)] [омонимия не снята]"
 ляотс ехудзов В, йыртсо ,В воздухе стоял , острый , , запах неизвестных реактивов.,Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886),Вас. И. Немирович-Данченко,1845,Цари биржи (Каиново племя в наши дни),1886,художественная,роман,_,,,книга,омонимия не снята,В воздухе стоял острый запах неизвестных реактивов. [Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886)] [омонимия не снята]
.рагис хыннерукыв то дач ляотс, йыртсО ,стоял чад от выкуренных сигар., Острый , , запах жженки смешивался с противными,Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886),Вас. И. Немирович-Данченко,1845,Цари биржи (Каиново племя в наши дни),1886,художественная,роман,_,,,книга,омонимия не снята,стоял чад от выкуренных сигар. Острый запах жженки смешивался с противными испарениями утомленного в теплой атмосфере тела. [Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886)] [омонимия не снята]
".юьворк хыннечомс ,копярт ичук от-еикак", йыртсО ,"какие-то кучи тряпок, смоченных кровью.", Острый , , запах стоял над ними.,Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886),Вас. И. Немирович-Данченко,1845,Цари биржи (Каиново племя в наши дни),1886,художественная,роман,_,,,книга,омонимия не снята,"какие-то кучи тряпок, смоченных кровью. Острый запах стоял над ними. [Вас. И. Немирович-Данченко. Цари биржи (Каиново племя в наши дни) (1886)] [омонимия не снята]"
" тюянартсорпсар ,малгу оп еыннежолзар ,юьтсевзи", йыртсо ,"известью, разложенные по углам, распространяют ", острый , , запах.,Н. П. Гиляров-Платонов. Из пережитого. Том 1 (1886),Н. П. Гиляров-Платонов,1824,Из пережитого. Том 1,1886,"нехудожественная, публицистика",мемуары,_,,,электронный текст,омонимия не снята,"Тарелки с хлорною известью, разложенные по углам, распространяют острый запах. [Н. П. Гиляров-Платонов. Из пережитого. Том 1 (1886)] [омонимия не снята]"
" ,ценокан ,он ,ахепсу огокясв зеб", йыртсо ,"без всякого успеха, но, наконец, ", острый , , запах мякинного хлеба и кислой,"М. Е. Салтыков-Щедрин. Сказки / Повесть о том, как один мужик двух генералов прокормил (1869-1886)",М. Е. Салтыков-Щедрин,1826,"Сказки / Повесть о том, как один мужик двух генералов прокормил",1869-1886,художественная,сказка,_,,,книга,омонимия не снята,"Долго они бродили по острову без всякого успеха, но, наконец, острый запах мякинного хлеба и кислой овчины навел их на след. [М. Е. Салтыков-Щедрин. Сказки / Повесть о том, как один мужик двух генералов прокормил (1869-1886)] [омонимия не снята]"
" еещюеми ,олсам еолежят ястеузарбо и", йыртсо ,"и образуется тяжелое масло, имеющее ", острый , , запах С6Н12Вr20.,А. М. Бутлеров. Теоретические и экспериментальные работы по химии (1851-1886),А. М. Бутлеров,1828,Теоретические и экспериментальные работы по химии,1851-1886,"нехудожественная, учебно-научная","монография, статья",природа,,,книга,омонимия не снята,"Реакция эта идет весьма энергично, бром исчезает с шипением, и образуется тяжелое масло, имеющее острый запах С6Н12Вr20. [А. М. Бутлеров. Теоретические и экспериментальные работы по химии (1851-1886)] [омонимия не снята]"
 амьсев с ьтсокдиж юулежят как, мыртсо ,как тяжелую жидкость с весьма , острым , , запахом и легко разлагающуюся на,А. М. Бутлеров. Теоретические и экспериментальные работы по химии (1851-1886),А. М. Бутлеров,1828,Теоретические и экспериментальные работы по химии,1851-1886,"нехудожественная, учебно-научная","монография, статья",природа,,,книга,омонимия не снята,Перкин и Дуппа описали иодоуксусный эфир весьма коротко как тяжелую жидкость с весьма острым запахом и легко разлагающуюся на свете. [А. М. Бутлеров. Теоретические и экспериментальные работы по химии (1851-1886)] [омонимия не снята]
" унелеп юундолох яашвавызинорп ,адзевз яаконидо", мыртсо ,"одинокая звезда, пронизывавшая холодную пелену ", острым , , лучом.,В. Г. Короленко. Соколинец (1885),В. Г. Короленко,1853,Соколинец,1885,художественная,рассказ,_,,,книга,омонимия не снята,"Туман стоял неподвижно, выжатый из воздуха сорокаградусным морозом, и все тяжелее налегал на примолкшую землю; всюду взгляд упирался в бесформенную, безжизненную серую массу, и только вверху, прямо над головой, где-то далеко, далеко висела одинокая звезда, пронизывавшая холодную пелену острым лучом. [В. Г. Короленко. Соколинец (1885)] [омонимия не снята]"
 и мобелх мынечеп олхаП, мыртсо ,Пахло печеным хлебом и , острым , , запахом аммиака.,А. И. Эртель. Волхонская барышня (1883),А. И. Эртель,1855,Волхонская барышня,1883,художественная,повесть,_,,,книга,омонимия не снята,Пахло печеным хлебом и острым запахом аммиака. [А. И. Эртель. Волхонская барышня (1883)] [омонимия не снята]
 олхап ыдов тО, мыртсо ,От воды пахло , острым , , запахом мочившейся конопли.,А. И. Эртель. Записки Степняка (1883),А. И. Эртель,1855,Записки Степняка,1883,"публицистика, художественная","очерк, рассказ",_,,,книга,омонимия не снята,От воды пахло острым запахом мочившейся конопли. [А. И. Эртель. Записки Степняка (1883)] [омонимия не снята]
" ябес то теянартсорпсар ,онтсевзи как", йыртсо ,"как известно, распространяет от себя ", острый , ," запах затхлости, свойственной упраздненному зданию.",М. Е. Салтыков-Щедрин. Современная идиллия (1877-1883),М. Е. Салтыков-Щедрин,1826,Современная идиллия,1877-1883,художественная,роман,_,,,книга,омонимия не снята,"Так что к нынешнему корчевскому запустению в современном Кашине присовокупляется еще паутина времен, которая, как известно, распространяет от себя острый запах затхлости, свойственной упраздненному зданию. [М. Е. Салтыков-Щедрин. Современная идиллия (1877-1883)] [омонимия не снята]"
 йикде ;угон ьтиватсоп адукен отч, йыртсо ,что некуда поставить ногу; едкий , острый , , запах мочи бьет в нос,"Народная воля. Социально-революционное обозрение. №№ 8-9 // «Народная воля», 1882",,,Народная воля. Социально-революционное обозрение. №№ 8-9,1882,"нехудожественная, публицистика",статья,политика и общественная жизнь,«Народная воля»,1882,газета,омонимия не снята,"Но вот кончаются все эти унижения, ― и узники отправляются в камеры ― две низкие, темные, грязные и вонючие комнаты, разделенные небольшой передней; в этой передней находится самое ужасное отхожее место, распространяющее по камерам такое зловоние, что положительно делается дурно; тут такое скопление гниющих нечистот, что некуда поставить ногу; едкий острый запах мочи бьет в нос и выедает глаза; на полу кишат черви в таком [Народная воля. Социально-революционное обозрение. №№ 8-9 // «Народная воля», 1882] [омонимия не снята]"
 яслисонод инхук зи ;нижу ьтавыркан, йыртсо ,накрывать ужин; из кухни доносился , острый , , запах солонины и приятно щекотал,М. Е. Салтыков-Щедрин. Круглый год (1879-1880),М. Е. Салтыков-Щедрин,1826,Круглый год,1879-1880,"нехудожественная, публицистика",статья,политика и общественная жизнь,,,книга,омонимия не снята,В столовую с шумом ворвался Филипп и начал накрывать ужин; из кухни доносился острый запах солонины и приятно щекотал обоняние. [М. Е. Салтыков-Щедрин. Круглый год (1879-1880)] [омонимия не снята]
 ыб илеми ен ыцичрог анемеС, огортсо ,Семена горчицы не имели бы , острого , ," запаха и вкуса, если бы",К. А. Тимирязев. Жизнь растения (1878),К. А. Тимирязев,1843,Жизнь растения,1878,"нехудожественная, учебно-научная",монография,"биология, наука и технологии",,,книга,омонимия не снята,"Семена горчицы не имели бы острого запаха и вкуса, если бы в них не было фермента мирозина, который при содействии воды разлагает одно находящееся в них вещество ( соль так называемой мироновой кислоты) и выделяет из него острое летучее горчичное масло. [К. А. Тимирязев. Жизнь растения (1878)] [омонимия не снята]"
